"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"PCP/CE pathway"	"PCP/CE pathway"	91	91	15	0.164835164835165	0.228070175438596	13	17	3	0	0.894690305146426	1
"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	190	190	31	0.163157894736842	0.456140350877193	26	36	2	0	0.977367305764145	1
"DNA Replication"	"DNA Replication"	105	105	17	0.161904761904762	0.298245614035088	17	20	4	0	0.925984419951913	1
"Amino acid transport across the plasma membrane"	"Amino acid transport across the plasma membrane"	31	31	5	0.161290322580645	0.105263157894737	6	6	2	0	0.725131609883016	1
"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	62	62	10	0.161290322580645	0.368421052631579	21	27	15	0	0.851112632904287	1
"disassembly of the destruction complex and recruitment of AXIN to the membrane"	"disassembly of the destruction complex and recruitment of AXIN to the membrane"	31	31	5	0.161290322580645	0.140350877192982	8	8	3	0	0.725131609883016	1
"Chromosome Maintenance"	"Chromosome Maintenance"	87	87	14	0.160919540229885	0.210526315789474	12	15	2	0	0.905022012045458	1
"SCF(Skp2)-mediated degradation of p27/p21"	"SCF(Skp2)-mediated degradation of p27/p21"	56	56	9	0.160714285714286	0.140350877192982	8	10	2	0	0.836567427385806	1
"degradation of DVL"	"degradation of DVL"	56	56	9	0.160714285714286	0.175438596491228	10	10	2	0	0.836567427385806	1
"Nucleotide Excision Repair"	"Nucleotide Excision Repair"	50	50	8	0.16	0.12280701754386	7	8	1	0	0.820127687971827	1
"Regulation of Apoptosis"	"Regulation of Apoptosis"	50	50	8	0.16	0.12280701754386	7	8	1	0	0.820127687971827	1
"Regulation of DNA replication"	"Regulation of DNA replication"	75	75	12	0.16	0.245614035087719	14	15	4	0	0.887267299597721	1
"Regulation of IFNA signaling"	"Regulation of IFNA signaling"	25	25	4	0.16	0.087719298245614	5	5	2	0	0.689603273324213	1
"Class A/1 (Rhodopsin-like receptors)"	"Class A/1 (Rhodopsin-like receptors)"	314	314	50	0.159235668789809	0.578947368421053	33	55	2	0	0.99770926212838	1
"Glycerophospholipid biosynthesis"	"Glycerophospholipid biosynthesis"	88	88	14	0.159090909090909	0.245614035087719	14	17	2	0	0.913814451011641	1
"Metabolic disorders of biological oxidation enzymes"	"Metabolic disorders of biological oxidation enzymes"	614	614	97	0.157980456026059	0.789473684210526	45	110	2	0	0.999985898754323	1
"Intrinsic Pathway for Apoptosis"	"Intrinsic Pathway for Apoptosis"	38	38	6	0.157894736842105	0.105263157894737	6	6	1	0	0.77979777417077	1
"Mitotic Spindle Checkpoint"	"Mitotic Spindle Checkpoint"	19	19	3	0.157894736842105	0.0350877192982456	2	3	1	0	0.644786748512517	1
"Na+/Cl- dependent neurotransmitter transporters"	"Na+/Cl- dependent neurotransmitter transporters"	19	19	3	0.157894736842105	0.0526315789473684	3	3	1	0	0.644786748512517	1
"Cargo trafficking to the periciliary membrane"	"Cargo trafficking to the periciliary membrane"	51	51	8	0.156862745098039	0.175438596491228	10	13	4	0	0.838159681065307	1
"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	441	441	69	0.156462585034014	0.701754385964912	40	78	2	0	0.999823794288722	1
"GPCR ligand binding"	"GPCR ligand binding"	441	441	69	0.156462585034014	0.701754385964912	40	78	2	0	0.999823794288722	1
"ER-Phagosome pathway"	"ER-Phagosome pathway"	64	64	10	0.15625	0.210526315789474	12	12	3	0	0.878653695604146	1
"Formation of the Early Elongation Complex"	"Formation of the Early Elongation Complex"	32	32	5	0.15625	0.087719298245614	5	5	1	0	0.75453817517741	1
"Formation of the HIV-1 Early Elongation Complex"	"Formation of the HIV-1 Early Elongation Complex"	32	32	5	0.15625	0.087719298245614	5	5	1	0	0.75453817517741	1
"Hedgehog ligand biogenesis"	"Hedgehog ligand biogenesis"	64	64	10	0.15625	0.12280701754386	7	10	1	0	0.878653695604146	1
"Processing-defective Hh variants abrogate ligand secretion"	"Processing-defective Hh variants abrogate ligand secretion"	64	64	10	0.15625	0.12280701754386	7	10	1	0	0.878653695604146	1
"Signal amplification"	"Signal amplification"	32	32	5	0.15625	0.12280701754386	7	7	2	0	0.75453817517741	1
"Metabolism of amino acids and derivatives"	"Metabolism of amino acids and derivatives"	188	188	29	0.154255319148936	0.350877192982456	20	31	2	0	0.989572120342497	1
"Activation of DNA fragmentation factor"	"Activation of DNA fragmentation factor"	13	13	2	0.153846153846154	0.0526315789473684	3	3	2	0	0.584126553753376	1
"Apoptosis induced DNA fragmentation"	"Apoptosis induced DNA fragmentation"	13	13	2	0.153846153846154	0.0526315789473684	3	3	2	0	0.584126553753376	1
"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	13	13	2	0.153846153846154	0.0526315789473684	3	3	2	0	0.584126553753376	1
"Deposition of new CENPA-containing nucleosomes at the centromere"	"Deposition of new CENPA-containing nucleosomes at the centromere"	52	52	8	0.153846153846154	0.140350877192982	8	9	2	0	0.854747134146318	1
"Insulin receptor recycling"	"Insulin receptor recycling"	26	26	4	0.153846153846154	0.0526315789473684	3	4	1	0	0.724341182581761	1
"Metabolism of nucleotides"	"Metabolism of nucleotides"	78	78	12	0.153846153846154	0.175438596491228	10	12	1	0	0.916897561722972	1
"Mitochondrial protein import"	"Mitochondrial protein import"	52	52	8	0.153846153846154	0.140350877192982	8	8	1	0	0.854747134146318	1
"Nucleosome assembly"	"Nucleosome assembly"	52	52	8	0.153846153846154	0.140350877192982	8	9	2	0	0.854747134146318	1
"RNA Pol II CTD phosphorylation and interaction with CE"	"RNA Pol II CTD phosphorylation and interaction with CE"	26	26	4	0.153846153846154	0.0701754385964912	4	4	1	0	0.724341182581761	1
"Resolution of AP sites via the single-nucleotide replacement pathway"	"Resolution of AP sites via the single-nucleotide replacement pathway"	13	13	2	0.153846153846154	0.0350877192982456	2	2	1	0	0.584126553753376	1
"Signal regulatory protein (SIRP) family interactions"	"Signal regulatory protein (SIRP) family interactions"	13	13	2	0.153846153846154	0.0350877192982456	2	2	1	0	0.584126553753376	1
"Signaling by Activin"	"Signaling by Activin"	13	13	2	0.153846153846154	0.0350877192982456	2	2	1	0	0.584126553753376	1
"Synthesis of substrates in N-glycan biosythesis"	"Synthesis of substrates in N-glycan biosythesis"	52	52	8	0.153846153846154	0.12280701754386	7	8	1	0	0.854747134146318	1
"Trafficking and processing of endosomal TLR"	"Trafficking and processing of endosomal TLR"	13	13	2	0.153846153846154	0.0526315789473684	3	3	2	0	0.584126553753376	1
"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	13	13	2	0.153846153846154	0.0350877192982456	2	2	1	0	0.584126553753376	1
"p75NTR recruits signalling complexes"	"p75NTR recruits signalling complexes"	13	13	2	0.153846153846154	0.0350877192982456	2	2	1	0	0.584126553753376	1
"Cell Cycle Checkpoints"	"Cell Cycle Checkpoints"	118	118	18	0.152542372881356	0.245614035087719	14	18	1	0	0.965468169407226	1
"Activation of NF-kappaB in B cells"	"Activation of NF-kappaB in B cells"	66	66	10	0.151515151515152	0.140350877192982	8	11	2	0	0.901921799524606	1
"Cyclin A:Cdk2-associated events at S phase entry"	"Cyclin A:Cdk2-associated events at S phase entry"	66	66	10	0.151515151515152	0.210526315789474	12	14	4	0	0.901921799524606	1
"Post-Elongation Processing of Intron-Containing pre-mRNA"	"Post-Elongation Processing of Intron-Containing pre-mRNA"	33	33	5	0.151515151515152	0.0701754385964912	4	5	1	0	0.781575136557	1
"mRNA 3'-end processing"	"mRNA 3'-end processing"	33	33	5	0.151515151515152	0.0701754385964912	4	5	1	0	0.781575136557	1
"Cobalamin (Cbl, vitamin B12) transport and metabolism"	"Cobalamin (Cbl, vitamin B12) transport and metabolism"	20	20	3	0.15	0.0701754385964912	4	4	2	0	0.687003834335119	1
"Regulation of gene expression in beta cells"	"Regulation of gene expression in beta cells"	20	20	3	0.15	0.0526315789473684	3	3	1	0	0.687003834335119	1
"Signaling by Hippo"	"Signaling by Hippo"	20	20	3	0.15	0.0526315789473684	3	3	1	0	0.687003834335119	1
"Assembly of the pre-replicative complex"	"Assembly of the pre-replicative complex"	67	67	10	0.149253731343284	0.157894736842105	9	10	1	0	0.912090300891883	1
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"	67	67	10	0.149253731343284	0.157894736842105	9	10	1	0	0.912090300891883	1
"RNA Polymerase I Transcription Initiation"	"RNA Polymerase I Transcription Initiation"	47	47	7	0.148936170212766	0.12280701754386	7	8	2	0	0.857748029818289	1
"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	54	54	8	0.148148148148148	0.12280701754386	7	9	2	0	0.883837920460626	1
"Glycolysis"	"Glycolysis"	27	27	4	0.148148148148148	0.0526315789473684	3	4	1	0	0.756191013913468	1
"SCF-beta-TrCP mediated degradation of Emi1"	"SCF-beta-TrCP mediated degradation of Emi1"	54	54	8	0.148148148148148	0.140350877192982	8	8	1	0	0.883837920460626	1
"Synthesis of bile acids and bile salts"	"Synthesis of bile acids and bile salts"	27	27	4	0.148148148148148	0.0701754385964912	4	4	1	0	0.756191013913468	1
"degradation of AXIN"	"degradation of AXIN"	54	54	8	0.148148148148148	0.12280701754386	7	8	1	0	0.883837920460626	1
"Global Genomic NER (GG-NER)"	"Global Genomic NER (GG-NER)"	34	34	5	0.147058823529412	0.087719298245614	5	5	1	0	0.806293779913584	1
"Olfactory Signaling Pathway"	"Olfactory Signaling Pathway"	422	422	62	0.146919431279621	0.596491228070175	34	70	3	0	0.999970480718831	1
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	69	69	10	0.144927536231884	0.140350877192982	8	10	1	0	0.929782726125137	1
"RNA Polymerase I Promoter Clearance"	"RNA Polymerase I Promoter Clearance"	76	76	11	0.144736842105263	0.192982456140351	11	12	2	0	0.941856413913905	1
"APC/C-mediated degradation of cell cycle proteins"	"APC/C-mediated degradation of cell cycle proteins"	83	83	12	0.144578313253012	0.175438596491228	10	13	2	0	0.951721083019441	1
"Regulation of mitotic cell cycle"	"Regulation of mitotic cell cycle"	83	83	12	0.144578313253012	0.175438596491228	10	13	2	0	0.951721083019441	1
"APC/C:Cdc20 mediated degradation of Cyclin B"	"APC/C:Cdc20 mediated degradation of Cyclin B"	21	21	3	0.142857142857143	0.0526315789473684	3	3	1	0	0.725538137129444	1
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	70	70	10	0.142857142857143	0.140350877192982	8	10	1	0	0.937421690335515	1
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	"Activation of NIMA Kinases NEK9, NEK6, NEK7"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Aflatoxin activation and detoxification"	"Aflatoxin activation and detoxification"	21	21	3	0.142857142857143	0.0526315789473684	3	3	1	0	0.725538137129444	1
"Apoptotic factor-mediated response"	"Apoptotic factor-mediated response"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Asymmetric localization of PCP proteins"	"Asymmetric localization of PCP proteins"	63	63	9	0.142857142857143	0.157894736842105	9	9	1	0	0.924252777291005	1
"Attachment of GPI anchor to uPAR"	"Attachment of GPI anchor to uPAR"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"CREB phosphorylation"	"CREB phosphorylation"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Conjugation of salicylate with glycine"	"Conjugation of salicylate with glycine"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Defective ACY1 causes encephalopathy"	"Defective ACY1 causes encephalopathy"	21	21	3	0.142857142857143	0.0526315789473684	3	3	1	0	0.725538137129444	1
"FGFR1 ligand binding and activation"	"FGFR1 ligand binding and activation"	14	14	2	0.142857142857143	0.0350877192982456	2	2	1	0	0.638036818602249	1
"Lagging Strand Synthesis"	"Lagging Strand Synthesis"	21	21	3	0.142857142857143	0.0526315789473684	3	3	1	0	0.725538137129444	1
"Leading Strand Synthesis"	"Leading Strand Synthesis"	14	14	2	0.142857142857143	0.0350877192982456	2	2	1	0	0.638036818602249	1
"Negative epigenetic regulation of rRNA expression"	"Negative epigenetic regulation of rRNA expression"	77	77	11	0.142857142857143	0.192982456140351	11	13	2	0	0.948136447537591	1
"Pentose phosphate pathway (hexose monophosphate shunt)"	"Pentose phosphate pathway (hexose monophosphate shunt)"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Polymerase switching"	"Polymerase switching"	14	14	2	0.142857142857143	0.0350877192982456	2	2	1	0	0.638036818602249	1
"Polymerase switching on the C-strand of the telomere"	"Polymerase switching on the C-strand of the telomere"	14	14	2	0.142857142857143	0.0350877192982456	2	2	1	0	0.638036818602249	1
"Regulation of AMPK activity via LKB1"	"Regulation of AMPK activity via LKB1"	14	14	2	0.142857142857143	0.0526315789473684	3	3	2	0	0.638036818602249	1
"Regulation of APC/C activators between G1/S and early anaphase"	"Regulation of APC/C activators between G1/S and early anaphase"	77	77	11	0.142857142857143	0.157894736842105	9	11	1	0	0.948136447537591	1
"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	49	49	7	0.142857142857143	0.105263157894737	6	7	1	0	0.887594464293215	1
"Scavenging by Class F Receptors"	"Scavenging by Class F Receptors"	7	7	1	0.142857142857143	0.0526315789473684	3	3	3	0	0.488454743845951	1
"TRAIL  signaling"	"TRAIL  signaling"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Viral RNP Complexes in the Host Cell Nucleus"	"Viral RNP Complexes in the Host Cell Nucleus"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"Zinc efflux and compartmentalization by the SLC30 family"	"Zinc efflux and compartmentalization by the SLC30 family"	7	7	1	0.142857142857143	0.0350877192982456	2	2	2	0	0.488454743845951	1
"binding of TCF/LEF:CTNNB1 to target gene promoters"	"binding of TCF/LEF:CTNNB1 to target gene promoters"	7	7	1	0.142857142857143	0.0175438596491228	1	1	1	0	0.488454743845951	1
"mRNA Capping"	"mRNA Capping"	28	28	4	0.142857142857143	0.0701754385964912	4	4	1	0	0.785196446898938	1
"tRNA Aminoacylation"	"tRNA Aminoacylation"	42	42	6	0.142857142857143	0.12280701754386	7	7	2	0	0.861857513023362	1
"RNA Polymerase I Transcription"	"RNA Polymerase I Transcription"	78	78	11	0.141025641025641	0.192982456140351	11	12	2	0	0.953816244958431	1
"Regulation of ornithine decarboxylase (ODC)"	"Regulation of ornithine decarboxylase (ODC)"	50	50	7	0.14	0.12280701754386	7	7	1	0	0.900445278830622	1
"Influenza Life Cycle"	"Influenza Life Cycle"	143	143	20	0.13986013986014	0.210526315789474	12	22	2	0	0.992588202144364	1
"APC/C:Cdc20 mediated degradation of mitotic proteins"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	72	72	10	0.138888888888889	0.140350877192982	8	10	1	0	0.950566063633084	1
"Extension of Telomeres"	"Extension of Telomeres"	29	29	4	0.137931034482759	0.0701754385964912	4	4	1	0	0.811447451025339	1
"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	51	51	7	0.137254901960784	0.12280701754386	7	7	1	0	0.912033297019518	1
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	73	73	10	0.136986301369863	0.140350877192982	8	10	1	0	0.956179132339039	1
"ADP signalling through P2Y purinoceptor 12"	"ADP signalling through P2Y purinoceptor 12"	22	22	3	0.136363636363636	0.0526315789473684	3	3	1	0	0.760416491616608	1
"Cholesterol biosynthesis"	"Cholesterol biosynthesis"	22	22	3	0.136363636363636	0.0701754385964912	4	4	2	0	0.760416491616608	1
"Early Phase of HIV Life Cycle"	"Early Phase of HIV Life Cycle"	22	22	3	0.136363636363636	0.0701754385964912	4	4	2	0	0.760416491616608	1
"Influenza Infection"	"Influenza Infection"	148	148	20	0.135135135135135	0.210526315789474	12	22	2	0	0.995853759630762	1
"NoRC negatively regulates rRNA expression"	"NoRC negatively regulates rRNA expression"	74	74	10	0.135135135135135	0.192982456140351	11	12	2	0	0.961221090984808	1
"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	"Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	"Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective GGT1 causes Glutathionuria (GLUTH)"	"Defective GGT1 causes Glutathionuria (GLUTH)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	"Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	"Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	"Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	"Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	"Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective UGT1A1 causes hyperbilirubinemia"	"Defective UGT1A1 causes hyperbilirubinemia"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Defective UGT1A4 causes hyperbilirubinemia"	"Defective UGT1A4 causes hyperbilirubinemia"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Phase II conjugation"	"Phase II conjugation"	89	89	12	0.134831460674157	0.157894736842105	9	13	2	0	0.976129305760122	1
"Stabilization of p53"	"Stabilization of p53"	52	52	7	0.134615384615385	0.12280701754386	7	7	1	0	0.922448962996463	1
"AMER1 mutants destabilize the destruction complex"	"AMER1 mutants destabilize the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"APC truncation mutants are not K63 polyubiquitinated"	"APC truncation mutants are not K63 polyubiquitinated"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"APC truncation mutants have impaired AXIN binding"	"APC truncation mutants have impaired AXIN binding"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"AXIN missense mutants destabilize the destruction complex"	"AXIN missense mutants destabilize the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"AXIN mutants destabilize the destruction complex, activating WNT signaling"	"AXIN mutants destabilize the destruction complex, activating WNT signaling"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"DNA Replication Pre-Initiation"	"DNA Replication Pre-Initiation"	82	82	11	0.134146341463415	0.157894736842105	9	11	1	0	0.971427222396439	1
"Degradation of beta-catenin by the destruction complex"	"Degradation of beta-catenin by the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"M/G1 Transition"	"M/G1 Transition"	82	82	11	0.134146341463415	0.157894736842105	9	11	1	0	0.971427222396439	1
"S33 mutants of beta-catenin aren't phosphorylated"	"S33 mutants of beta-catenin aren't phosphorylated"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"S37 mutants of beta-catenin aren't phosphorylated"	"S37 mutants of beta-catenin aren't phosphorylated"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"S45 mutants of beta-catenin aren't phosphorylated"	"S45 mutants of beta-catenin aren't phosphorylated"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"T41 mutants of beta-catenin aren't phosphorylated"	"T41 mutants of beta-catenin aren't phosphorylated"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"TCF7L2 mutants don't bind CTBP"	"TCF7L2 mutants don't bind CTBP"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"deletions in the AMER1 gene destabilize the destruction complex"	"deletions in the AMER1 gene destabilize the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	"deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"misspliced GSK3beta mutants stabilize beta-catenin"	"misspliced GSK3beta mutants stabilize beta-catenin"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	"phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"truncated APC mutants destabilize the destruction complex"	"truncated APC mutants destabilize the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"truncations of AMER1 destabilize the destruction complex"	"truncations of AMER1 destabilize the destruction complex"	82	82	11	0.134146341463415	0.175438596491228	10	11	1	0	0.971427222396439	1
"Depolymerisation of the Nuclear Lamina"	"Depolymerisation of the Nuclear Lamina"	15	15	2	0.133333333333333	0.0701754385964912	4	4	3	0	0.686837038653841	1
"Glucagon-type ligand receptors"	"Glucagon-type ligand receptors"	30	30	4	0.133333333333333	0.0701754385964912	4	4	1	0	0.835068934680526	1
"HSF1 activation"	"HSF1 activation"	30	30	4	0.133333333333333	0.087719298245614	5	5	2	0	0.835068934680526	1
"Influenza Viral RNA Transcription and Replication"	"Influenza Viral RNA Transcription and Replication"	135	135	18	0.133333333333333	0.192982456140351	11	19	2	0	0.994827592962743	1
"Integration of provirus"	"Integration of provirus"	15	15	2	0.133333333333333	0.0526315789473684	3	3	2	0	0.686837038653841	1
"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	15	15	2	0.133333333333333	0.0350877192982456	2	2	1	0	0.686837038653841	1
"RNA Polymerase I Promoter Opening"	"RNA Polymerase I Promoter Opening"	30	30	4	0.133333333333333	0.0701754385964912	4	4	1	0	0.835068934680526	1
"Tight junction interactions"	"Tight junction interactions"	30	30	4	0.133333333333333	0.087719298245614	5	5	2	0	0.835068934680526	1
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	69	69	9	0.130434782608696	0.140350877192982	8	10	2	0	0.963762636336245	1
"BBSome-mediated cargo-targeting to cilium"	"BBSome-mediated cargo-targeting to cilium"	23	23	3	0.130434782608696	0.0526315789473684	3	3	1	0	0.791747203749954	1
"Post-Elongation Processing of Intronless pre-mRNA"	"Post-Elongation Processing of Intronless pre-mRNA"	23	23	3	0.130434782608696	0.0701754385964912	4	4	2	0	0.791747203749954	1
"Processing of Capped Intronless Pre-mRNA"	"Processing of Capped Intronless Pre-mRNA"	23	23	3	0.130434782608696	0.0701754385964912	4	4	2	0	0.791747203749954	1
"RNA Polymerase III Transcription Termination"	"RNA Polymerase III Transcription Termination"	23	23	3	0.130434782608696	0.0701754385964912	4	5	3	0	0.791747203749954	1
"Vif-mediated degradation of APOBEC3G"	"Vif-mediated degradation of APOBEC3G"	54	54	7	0.12962962962963	0.12280701754386	7	7	1	0	0.940120067229828	1
"APC/C:Cdc20 mediated degradation of Securin"	"APC/C:Cdc20 mediated degradation of Securin"	64	64	8	0.125	0.12280701754386	7	8	1	0	0.966588598904454	1
"Amino Acid conjugation"	"Amino Acid conjugation"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Amino acid synthesis and interconversion (transamination)"	"Amino acid synthesis and interconversion (transamination)"	16	16	2	0.125	0.0350877192982456	2	2	1	0	0.730524493246125	1
"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Beta-oxidation of pristanoyl-CoA"	"Beta-oxidation of pristanoyl-CoA"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Budding"	"Budding"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	48	48	6	0.125	0.140350877192982	8	9	3	0	0.936634750757079	1
"Conjugation of carboxylic acids"	"Conjugation of carboxylic acids"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Cytosolic tRNA aminoacylation"	"Cytosolic tRNA aminoacylation"	24	24	3	0.125	0.0701754385964912	4	4	2	0	0.819698168847569	1
"Erythrocytes take up carbon dioxide and release oxygen"	"Erythrocytes take up carbon dioxide and release oxygen"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Erythrocytes take up oxygen and release carbon dioxide"	"Erythrocytes take up oxygen and release carbon dioxide"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Fusion and Uncoating of the Influenza Virion"	"Fusion and Uncoating of the Influenza Virion"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"Fusion of the Influenza Virion to the Host Cell Endosome"	"Fusion of the Influenza Virion to the Host Cell Endosome"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
"HuR stabilizes mRNA"	"HuR stabilizes mRNA"	8	8	1	0.125	0.0526315789473684	3	3	3	0	0.565199452651599	1
"IKK complex recruitment mediated by RIP1"	"IKK complex recruitment mediated by RIP1"	24	24	3	0.125	0.0350877192982456	2	3	1	0	0.819698168847569	1
"Nef Mediated CD8 Down-regulation"	"Nef Mediated CD8 Down-regulation"	8	8	1	0.125	0.0175438596491228	1	1	1	0	0.565199452651599	1
