"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Processing-defective Hh variants abrogate ligand secretion"	"Processing-defective Hh variants abrogate ligand secretion"	64	64	18	0.28125	0.203389830508475	24	27	4	0	0.979680387431591	1
"TRAF6 mediated IRF7 activation"	"TRAF6 mediated IRF7 activation"	32	32	9	0.28125	0.177966101694915	21	24	7	0	0.910383466635428	1
"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	18	18	5	0.277777777777778	0.0508474576271186	6	6	2	0	0.821177077631296	1
"degradation of AXIN"	"degradation of AXIN"	54	54	15	0.277777777777778	0.169491525423729	20	21	3	0	0.971886907857065	1
"Binding and Uptake of Ligands by Scavenger Receptors"	"Binding and Uptake of Ligands by Scavenger Receptors"	76	76	21	0.276315789473684	0.322033898305085	38	52	6	0	0.990605157186094	1
"Autodegradation of the E3 ubiquitin ligase COP1"	"Autodegradation of the E3 ubiquitin ligase COP1"	51	51	14	0.274509803921569	0.805084745762712	95	106	87	0	0.971025188518523	1
"ADP signalling through P2Y purinoceptor 12"	"ADP signalling through P2Y purinoceptor 12"	22	22	6	0.272727272727273	0.0508474576271186	6	6	1	0	0.868926326515202	1
"Cholesterol biosynthesis"	"Cholesterol biosynthesis"	22	22	6	0.272727272727273	0.0508474576271186	6	6	1	0	0.868926326515202	1
"Dimerization of procaspase-8"	"Dimerization of procaspase-8"	11	11	3	0.272727272727273	0.11864406779661	14	14	12	0	0.732719621014169	1
"FCERI mediated MAPK activation"	"FCERI mediated MAPK activation"	77	77	21	0.272727272727273	0.271186440677966	32	40	7	0	0.992547689440621	1
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	11	11	3	0.272727272727273	0.0423728813559322	5	5	3	0	0.732719621014169	1
"Heme biosynthesis"	"Heme biosynthesis"	11	11	3	0.272727272727273	0.0254237288135593	3	3	1	0	0.732719621014169	1
"Nef mediated downregulation of MHC class I complex cell surface expression"	"Nef mediated downregulation of MHC class I complex cell surface expression"	11	11	3	0.272727272727273	0.0423728813559322	5	5	2	0	0.732719621014169	1
"Pyruvate metabolism"	"Pyruvate metabolism"	22	22	6	0.272727272727273	0.0508474576271186	6	6	1	0	0.868926326515202	1
"Regulation by c-FLIP"	"Regulation by c-FLIP"	11	11	3	0.272727272727273	0.11864406779661	14	14	12	0	0.732719621014169	1
"Smooth Muscle Contraction"	"Smooth Muscle Contraction"	22	22	6	0.272727272727273	0.0932203389830508	11	12	4	0	0.868926326515202	1
"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"	"alpha-linolenic (omega3) and linoleic (omega6) acid metabolism"	11	11	3	0.272727272727273	0.0338983050847458	4	4	2	0	0.732719621014169	1
"alpha-linolenic acid (ALA) metabolism"	"alpha-linolenic acid (ALA) metabolism"	11	11	3	0.272727272727273	0.0338983050847458	4	4	2	0	0.732719621014169	1
"mRNA decay by 3' to 5' exoribonuclease"	"mRNA decay by 3' to 5' exoribonuclease"	11	11	3	0.272727272727273	0.0254237288135593	3	3	1	0	0.732719621014169	1
"Degradation of GLI1 by the proteasome"	"Degradation of GLI1 by the proteasome"	59	59	16	0.271186440677966	0.169491525423729	20	21	3	0	0.982948995846091	1
"Degradation of GLI2 by the proteasome"	"Degradation of GLI2 by the proteasome"	59	59	16	0.271186440677966	0.177966101694915	21	22	3	0	0.982948995846091	1
"GLI3 is processed to GLI3R by the proteasome"	"GLI3 is processed to GLI3R by the proteasome"	59	59	16	0.271186440677966	0.177966101694915	21	23	3	0	0.982948995846091	1
"Generation of second messenger molecules"	"Generation of second messenger molecules"	37	37	10	0.27027027027027	0.110169491525424	13	14	4	0	0.947011272181914	1
"degradation of DVL"	"degradation of DVL"	56	56	15	0.267857142857143	0.220338983050847	26	28	6	0	0.982552490088693	1
"Association of licensing factors with the pre-replicative complex"	"Association of licensing factors with the pre-replicative complex"	15	15	4	0.266666666666667	0.0423728813559322	5	5	2	0	0.810867300185767	1
"negative regulation of TCF-dependent signaling by WNT ligand antagonists"	"negative regulation of TCF-dependent signaling by WNT ligand antagonists"	15	15	4	0.266666666666667	0.0508474576271186	6	7	3	0	0.810867300185767	1
"ER-Phagosome pathway"	"ER-Phagosome pathway"	64	64	17	0.265625	0.194915254237288	23	26	3	0	0.989712206434009	1
"Gap junction assembly"	"Gap junction assembly"	19	19	5	0.263157894736842	0.0677966101694915	8	8	3	0	0.863108505588755	1
"Synthesis of PC"	"Synthesis of PC"	19	19	5	0.263157894736842	0.0593220338983051	7	7	2	0	0.863108505588755	1
"Cleavage of Growing Transcript in the Termination Region"	"Cleavage of Growing Transcript in the Termination Region"	42	42	11	0.261904761904762	0.101694915254237	12	13	2	0	0.968798164481856	1
"Post-Elongation Processing of the Transcript"	"Post-Elongation Processing of the Transcript"	42	42	11	0.261904761904762	0.101694915254237	12	13	2	0	0.968798164481856	1
"RNA Polymerase II Transcription Termination"	"RNA Polymerase II Transcription Termination"	42	42	11	0.261904761904762	0.101694915254237	12	13	2	0	0.968798164481856	1
"AUF1 (hnRNP D0) destabilizes mRNA"	"AUF1 (hnRNP D0) destabilizes mRNA"	54	54	14	0.259259259259259	0.169491525423729	20	21	3	0	0.986164962019534	1
"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	"RNA Polymerase III Transcription Initiation From Type 1 Promoter"	27	27	7	0.259259259259259	0.0677966101694915	8	9	3	0	0.925377548033131	1
"SCF-beta-TrCP mediated degradation of Emi1"	"SCF-beta-TrCP mediated degradation of Emi1"	54	54	14	0.259259259259259	0.152542372881356	18	19	3	0	0.986164962019534	1
"Hh ligand biogenesis disease"	"Hh ligand biogenesis disease"	58	58	15	0.258620689655172	0.152542372881356	18	21	3	0	0.989403552356651	1
"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	62	62	16	0.258064516129032	0.186440677966102	22	26	4	0	0.99187027821047	1
"Gluconeogenesis"	"Gluconeogenesis"	31	31	8	0.258064516129032	0.101694915254237	12	14	5	0	0.944191869198513	1
"RNA Polymerase III Transcription Initiation"	"RNA Polymerase III Transcription Initiation"	35	35	9	0.257142857142857	0.0677966101694915	8	11	3	0	0.958015085165401	1
"Regulation of HSF1-mediated heat shock response"	"Regulation of HSF1-mediated heat shock response"	35	35	9	0.257142857142857	0.11864406779661	14	15	4	0	0.958015085165401	1
"APC/C-mediated degradation of cell cycle proteins"	"APC/C-mediated degradation of cell cycle proteins"	83	83	21	0.253012048192771	0.23728813559322	28	30	4	0	0.998294490731714	1
"Regulation of mitotic cell cycle"	"Regulation of mitotic cell cycle"	83	83	21	0.253012048192771	0.23728813559322	28	30	4	0	0.998294490731714	1
"Abnormal metabolism in phenylketonuria"	"Abnormal metabolism in phenylketonuria"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Activation of PKB"	"Activation of PKB"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"Adenosine P1 receptors"	"Adenosine P1 receptors"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Alternative complement activation"	"Alternative complement activation"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"Astrocytic Glutamate-Glutamine Uptake And Metabolism"	"Astrocytic Glutamate-Glutamine Uptake And Metabolism"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Axonal growth stimulation"	"Axonal growth stimulation"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	8	8	2	0.25	0.0169491525423729	2	2	1	0	0.710350743150529	1
"Beta defensins"	"Beta defensins"	36	36	9	0.25	0.076271186440678	9	10	2	0	0.967905260499663	1
"Beta-oxidation of pristanoyl-CoA"	"Beta-oxidation of pristanoyl-CoA"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Bile salt and organic anion SLC transporters"	"Bile salt and organic anion SLC transporters"	12	12	3	0.25	0.0254237288135593	3	3	1	0	0.800547975443771	1
"Budding"	"Budding"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Coenzyme A biosynthesis"	"Coenzyme A biosynthesis"	8	8	2	0.25	0.0169491525423729	2	2	1	0	0.710350743150529	1
"Degradation of cysteine and homocysteine"	"Degradation of cysteine and homocysteine"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"ERKs are inactivated"	"ERKs are inactivated"	12	12	3	0.25	0.0254237288135593	3	3	1	0	0.800547975443771	1
"Fusion and Uncoating of the Influenza Virion"	"Fusion and Uncoating of the Influenza Virion"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Fusion of the Influenza Virion to the Host Cell Endosome"	"Fusion of the Influenza Virion to the Host Cell Endosome"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Hypusine synthesis from eIF5A-lysine"	"Hypusine synthesis from eIF5A-lysine"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"IKK complex recruitment mediated by RIP1"	"IKK complex recruitment mediated by RIP1"	24	24	6	0.25	0.110169491525424	13	13	4	0	0.923699998137218	1
"Influenza Virus Induced Apoptosis"	"Influenza Virus Induced Apoptosis"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"Localization of the PINCH-ILK-PARVIN complex to focal adhesions"	"Localization of the PINCH-ILK-PARVIN complex to focal adhesions"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Mitochondrial ABC transporters"	"Mitochondrial ABC transporters"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"NGF processing"	"NGF processing"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"Neurotransmitter uptake and Metabolism In Glial Cells"	"Neurotransmitter uptake and Metabolism In Glial Cells"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Packaging of Eight RNA Segments"	"Packaging of Eight RNA Segments"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Passive transport by Aquaporins"	"Passive transport by Aquaporins"	12	12	3	0.25	0.0254237288135593	3	3	1	0	0.800547975443771	1
"Presynaptic nicotinic acetylcholine receptors"	"Presynaptic nicotinic acetylcholine receptors"	12	12	3	0.25	0.0338983050847458	4	4	2	0	0.800547975443771	1
"Processive synthesis on the C-strand of the telomere"	"Processive synthesis on the C-strand of the telomere"	12	12	3	0.25	0.0338983050847458	4	4	2	0	0.800547975443771	1
"Processive synthesis on the lagging strand"	"Processive synthesis on the lagging strand"	16	16	4	0.25	0.0423728813559322	5	5	2	0	0.857789742612088	1
"RNA Polymerase I Chain Elongation"	"RNA Polymerase I Chain Elongation"	56	56	14	0.25	0.152542372881356	18	19	3	0	0.991775846770105	1
"RNA Polymerase III Abortive And Retractive Initiation"	"RNA Polymerase III Abortive And Retractive Initiation"	40	40	10	0.25	0.076271186440678	9	12	3	0	0.975702339052605	1
"RNA Polymerase III Transcription"	"RNA Polymerase III Transcription"	40	40	10	0.25	0.076271186440678	9	12	3	0	0.975702339052605	1
"Reactions specific to the complex N-glycan synthesis pathway"	"Reactions specific to the complex N-glycan synthesis pathway"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Recycling of eIF2:GDP"	"Recycling of eIF2:GDP"	8	8	2	0.25	0.0338983050847458	4	4	2	0	0.710350743150529	1
"Relaxin receptors"	"Relaxin receptors"	8	8	2	0.25	0.0338983050847458	4	4	2	0	0.710350743150529	1
"Release"	"Release"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Signal amplification"	"Signal amplification"	32	32	8	0.25	0.0677966101694915	8	8	1	0	0.957421244114503	1
"Synthesis of IPs in the nucleus"	"Synthesis of IPs in the nucleus"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"TRAF6 mediated NF-kB activation"	"TRAF6 mediated NF-kB activation"	24	24	6	0.25	0.0677966101694915	8	9	3	0	0.923699998137218	1
"Thyroxine biosynthesis"	"Thyroxine biosynthesis"	8	8	2	0.25	0.0338983050847458	4	4	2	0	0.710350743150529	1
"Toxicity of botulinum toxin type E (BoNT/E)"	"Toxicity of botulinum toxin type E (BoNT/E)"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Toxicity of botulinum toxin type G (BoNT/G)"	"Toxicity of botulinum toxin type G (BoNT/G)"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Transcription from mitochondrial promoters"	"Transcription from mitochondrial promoters"	4	4	1	0.25	0.00847457627118644	1	1	1	0	0.546355503724712	1
"Transport of fatty acids"	"Transport of fatty acids"	8	8	2	0.25	0.0169491525423729	2	2	1	0	0.710350743150529	1
"Uncoating of the Influenza Virion"	"Uncoating of the Influenza Virion"	8	8	2	0.25	0.0254237288135593	3	3	2	0	0.710350743150529	1
"Vitamin B1 (thiamin) metabolism"	"Vitamin B1 (thiamin) metabolism"	4	4	1	0.25	0.0169491525423729	2	2	2	0	0.546355503724712	1
"XBP1(S) activates chaperone genes"	"XBP1(S) activates chaperone genes"	48	48	12	0.25	0.144067796610169	17	18	4	0	0.98593395938698	1
"FCERI mediated NF-kB activation"	"FCERI mediated NF-kB activation"	57	57	14	0.245614035087719	0.186440677966102	22	23	4	0	0.993707489880846	1
"Negative regulators of RIG-I/MDA5 signaling"	"Negative regulators of RIG-I/MDA5 signaling"	33	33	8	0.242424242424242	0.101694915254237	12	12	3	0	0.967774011956818	1
"CDT1 association with the CDC6:ORC:origin complex"	"CDT1 association with the CDC6:ORC:origin complex"	58	58	14	0.241379310344828	0.152542372881356	18	19	3	0	0.995208863435798	1
"FCGR activation"	"FCGR activation"	50	50	12	0.24	0.169491525423729	20	21	4	0	0.991852276552745	1
"IRE1alpha activates chaperones"	"IRE1alpha activates chaperones"	50	50	12	0.24	0.144067796610169	17	18	4	0	0.991852276552745	1
"Regulation of Apoptosis"	"Regulation of Apoptosis"	50	50	12	0.24	0.144067796610169	17	17	3	0	0.991852276552745	1
"HS-GAG degradation"	"HS-GAG degradation"	21	21	5	0.238095238095238	0.0932203389830508	11	11	4	0	0.92268863178396	1
"Inflammasomes"	"Inflammasomes"	21	21	5	0.238095238095238	0.0677966101694915	8	10	3	0	0.92268863178396	1
"RIP-mediated NFkB activation via ZBP1"	"RIP-mediated NFkB activation via ZBP1"	21	21	5	0.238095238095238	0.0677966101694915	8	8	3	0	0.92268863178396	1
"Ribosomal scanning and start codon recognition"	"Ribosomal scanning and start codon recognition"	55	55	13	0.236363636363636	0.161016949152542	19	21	3	0	0.995277489215191	1
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	106	106	25	0.235849056603774	0.23728813559322	28	36	5	0	0.999905953259267	1
"Nonsense-Mediated Decay (NMD)"	"Nonsense-Mediated Decay (NMD)"	106	106	25	0.235849056603774	0.23728813559322	28	36	5	0	0.999905953259267	1
"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	"Butyrate Response Factor 1 (BRF1) destabilizes mRNA"	17	17	4	0.235294117647059	0.0338983050847458	4	4	1	0	0.894530764722924	1
"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	17	17	4	0.235294117647059	0.0847457627118644	10	10	6	0	0.894530764722924	1
"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	17	17	4	0.235294117647059	0.0508474576271186	6	7	4	0	0.894530764722924	1
"Metabolism of nitric oxide"	"Metabolism of nitric oxide"	17	17	4	0.235294117647059	0.0423728813559322	5	5	2	0	0.894530764722924	1
"Metabolism of porphyrins"	"Metabolism of porphyrins"	17	17	4	0.235294117647059	0.0338983050847458	4	4	1	0	0.894530764722924	1
"eNOS activation and regulation"	"eNOS activation and regulation"	17	17	4	0.235294117647059	0.0423728813559322	5	5	2	0	0.894530764722924	1
"Regulation of APC/C activators between G1/S and early anaphase"	"Regulation of APC/C activators between G1/S and early anaphase"	77	77	18	0.233766233766234	0.220338983050847	26	27	4	0	0.999264018902236	1
"Autodegradation of Cdh1 by Cdh1:APC/C"	"Autodegradation of Cdh1 by Cdh1:APC/C"	60	60	14	0.233333333333333	0.186440677966102	22	22	4	0	0.9972610396441	1
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	56	56	13	0.232142857142857	0.169491525423729	20	20	3	0	0.996444703363554	1
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	69	69	16	0.231884057971014	0.203389830508475	24	24	4	0	0.998771015630755	1
"2-LTR circle formation"	"2-LTR circle formation"	13	13	3	0.230769230769231	0.0508474576271186	6	6	4	0	0.853666387496528	1
"Caspase-8 activation by cleavage"	"Caspase-8 activation by cleavage"	13	13	3	0.230769230769231	0.11864406779661	14	14	12	0	0.853666387496528	1
"Cytosolic iron-sulfur cluster assembly"	"Cytosolic iron-sulfur cluster assembly"	13	13	3	0.230769230769231	0.0254237288135593	3	3	1	0	0.853666387496528	1
"Glycosphingolipid metabolism"	"Glycosphingolipid metabolism"	39	39	9	0.230769230769231	0.0932203389830508	11	11	2	0	0.986257245613444	1
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	13	13	3	0.230769230769231	0.0423728813559322	5	5	3	0	0.853666387496528	1
"Purine salvage"	"Purine salvage"	13	13	3	0.230769230769231	0.0169491525423729	2	3	1	0	0.853666387496528	1
"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	"RNA Polymerase III Transcription Initiation From Type 2 Promoter"	26	26	6	0.230769230769231	0.0593220338983051	7	8	3	0	0.95734289368182	1
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	52	52	12	0.230769230769231	0.152542372881356	18	18	3	0	0.995379875680786	1
"Vpu mediated degradation of CD4"	"Vpu mediated degradation of CD4"	52	52	12	0.230769230769231	0.144067796610169	17	17	3	0	0.995379875680786	1
"ZBP1(DAI) mediated induction of type I IFNs"	"ZBP1(DAI) mediated induction of type I IFNs"	26	26	6	0.230769230769231	0.101694915254237	12	13	5	0	0.95734289368182	1
"p53-Independent DNA Damage Response"	"p53-Independent DNA Damage Response"	52	52	12	0.230769230769231	0.152542372881356	18	18	3	0	0.995379875680786	1
"p53-Independent G1/S DNA damage checkpoint"	"p53-Independent G1/S DNA damage checkpoint"	52	52	12	0.230769230769231	0.152542372881356	18	18	3	0	0.995379875680786	1
"NoRC negatively regulates rRNA expression"	"NoRC negatively regulates rRNA expression"	74	74	17	0.22972972972973	0.194915254237288	23	24	3	0	0.999284746428948	1
"SIRT1 negatively regulates rRNA Expression"	"SIRT1 negatively regulates rRNA Expression"	35	35	8	0.228571428571429	0.076271186440678	9	9	2	0	0.981948112192816	1
"PRC2 methylates histones and DNA"	"PRC2 methylates histones and DNA"	40	40	9	0.225	0.0847457627118644	10	10	2	0	0.989775547800391	1
"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	49	49	11	0.224489795918367	0.135593220338983	16	16	3	0	0.995520405345701	1
"Epigenetic regulation of gene expression"	"Epigenetic regulation of gene expression"	94	94	21	0.223404255319149	0.23728813559322	28	31	3	0	0.999917818049483	1
"Cell redox homeostasis"	"Cell redox homeostasis"	9	9	2	0.222222222222222	0.0338983050847458	4	4	2	0	0.791190206791922	1
"Crosslinking of collagen fibrils"	"Crosslinking of collagen fibrils"	9	9	2	0.222222222222222	0.0338983050847458	4	4	2	0	0.791190206791922	1
"Detoxification of Reactive Oxygen Species"	"Detoxification of Reactive Oxygen Species"	27	27	6	0.222222222222222	0.076271186440678	9	9	4	0	0.968530764658862	1
"Entry of Influenza Virion into Host Cell via Endocytosis"	"Entry of Influenza Virion into Host Cell via Endocytosis"	9	9	2	0.222222222222222	0.0254237288135593	3	3	2	0	0.791190206791922	1
"Influenza Viral RNA Transcription and Replication"	"Influenza Viral RNA Transcription and Replication"	135	135	30	0.222222222222222	0.288135593220339	34	44	4	0	0.999997927354116	1
"Metabolism of folate and pterines"	"Metabolism of folate and pterines"	9	9	2	0.222222222222222	0.0169491525423729	2	2	1	0	0.791190206791922	1
"Processing and activation of SUMO"	"Processing and activation of SUMO"	9	9	2	0.222222222222222	0.0254237288135593	3	3	2	0	0.791190206791922	1
"SUMOylation"	"SUMOylation"	9	9	2	0.222222222222222	0.0254237288135593	3	3	2	0	0.791190206791922	1
"Tolerance by Mtb to nitric oxide produced by macrophages"	"Tolerance by Mtb to nitric oxide produced by macrophages"	9	9	2	0.222222222222222	0.0254237288135593	3	3	2	0	0.791190206791922	1
"Toxicity of botulinum toxin type A (BoNT/A)"	"Toxicity of botulinum toxin type A (BoNT/A)"	9	9	2	0.222222222222222	0.0169491525423729	2	2	1	0	0.791190206791922	1
"Transport of nucleotide sugars"	"Transport of nucleotide sugars"	9	9	2	0.222222222222222	0.0169491525423729	2	2	1	0	0.791190206791922	1
"Vif-mediated degradation of APOBEC3G"	"Vif-mediated degradation of APOBEC3G"	54	54	12	0.222222222222222	0.135593220338983	16	17	3	0	0.997431458792084	1
"Negative epigenetic regulation of rRNA expression"	"Negative epigenetic regulation of rRNA expression"	77	77	17	0.220779220779221	0.194915254237288	23	24	3	0	0.999701960561866	1
"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	"Latent infection of Homo sapiens with Mycobacterium tuberculosis"	68	68	15	0.220588235294118	0.135593220338983	16	19	2	0	0.999338669352856	1
"CDK-mediated phosphorylation and removal of Cdc6"	"CDK-mediated phosphorylation and removal of Cdc6"	50	50	11	0.22	0.135593220338983	16	16	3	0	0.996678761806634	1
"Ubiquitin-dependent degradation of Cyclin D"	"Ubiquitin-dependent degradation of Cyclin D"	50	50	11	0.22	0.135593220338983	16	16	3	0	0.996678761806634	1
"Ubiquitin-dependent degradation of Cyclin D1"	"Ubiquitin-dependent degradation of Cyclin D1"	50	50	11	0.22	0.135593220338983	16	16	3	0	0.996678761806634	1
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"	73	73	16	0.219178082191781	0.211864406779661	25	25	4	0	0.999617800244299	1
"Translation initiation complex formation"	"Translation initiation complex formation"	55	55	12	0.218181818181818	0.161016949152542	19	19	3	0	0.998098163661122	1
"APC-Cdc20 mediated degradation of Nek2A"	"APC-Cdc20 mediated degradation of Nek2A"	23	23	5	0.217391304347826	0.076271186440678	9	9	4	0	0.958166410405479	1
"Acyl chain remodelling of PE"	"Acyl chain remodelling of PE"	23	23	5	0.217391304347826	0.0677966101694915	8	8	2	0	0.958166410405479	1
"Defensins"	"Defensins"	46	46	10	0.217391304347826	0.0847457627118644	10	11	2	0	0.995703614166447	1
"Post-Elongation Processing of Intronless pre-mRNA"	"Post-Elongation Processing of Intronless pre-mRNA"	23	23	5	0.217391304347826	0.0508474576271186	6	6	2	0	0.958166410405479	1
"Processing of Capped Intronless Pre-mRNA"	"Processing of Capped Intronless Pre-mRNA"	23	23	5	0.217391304347826	0.0508474576271186	6	6	2	0	0.958166410405479	1
"Sulfur amino acid metabolism"	"Sulfur amino acid metabolism"	23	23	5	0.217391304347826	0.0508474576271186	6	6	2	0	0.958166410405479	1
"Translocation of ZAP-70 to Immunological synapse"	"Translocation of ZAP-70 to Immunological synapse"	23	23	5	0.217391304347826	0.0338983050847458	4	5	1	0	0.958166410405479	1
"Influenza Life Cycle"	"Influenza Life Cycle"	143	143	31	0.216783216783217	0.296610169491525	35	45	4	0	0.999999504087299	1
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"	70	70	15	0.214285714285714	0.203389830508475	24	24	4	0	0.999638313866459	1
"Acetylcholine Binding And Downstream Events"	"Acetylcholine Binding And Downstream Events"	14	14	3	0.214285714285714	0.0338983050847458	4	4	2	0	0.894221297995511	1
"Activation of Nicotinic Acetylcholine Receptors"	"Activation of Nicotinic Acetylcholine Receptors"	14	14	3	0.214285714285714	0.0338983050847458	4	4	2	0	0.894221297995511	1
"Endosomal Sorting Complex Required For Transport (ESCRT)"	"Endosomal Sorting Complex Required For Transport (ESCRT)"	28	28	6	0.214285714285714	0.0593220338983051	7	7	2	0	0.976973374066219	1
"Golgi Cisternae Pericentriolar Stack Reorganization"	"Golgi Cisternae Pericentriolar Stack Reorganization"	14	14	3	0.214285714285714	0.0423728813559322	5	6	3	0	0.894221297995511	1
"Postsynaptic nicotinic acetylcholine receptors"	"Postsynaptic nicotinic acetylcholine receptors"	14	14	3	0.214285714285714	0.0338983050847458	4	4	2	0	0.894221297995511	1
"Regulation of IFNG signaling"	"Regulation of IFNG signaling"	14	14	3	0.214285714285714	0.0423728813559322	5	5	3	0	0.894221297995511	1
"Prostacyclin signalling through prostacyclin receptor"	"Prostacyclin signalling through prostacyclin receptor"	19	19	4	0.210526315789474	0.0423728813559322	5	5	2	0	0.944042012620867	1
"Influenza Infection"	"Influenza Infection"	148	148	31	0.209459459459459	0.296610169491525	35	45	4	0	0.999999891953196	1
"APC/C:Cdc20 mediated degradation of mitotic proteins"	"APC/C:Cdc20 mediated degradation of mitotic proteins"	72	72	15	0.208333333333333	0.203389830508475	24	24	4	0	0.999804965662341	1
"Cross-presentation of soluble exogenous antigens (endosomes)"	"Cross-presentation of soluble exogenous antigens (endosomes)"	49	49	10	0.204081632653061	0.127118644067797	15	15	3	0	0.998320105277737	1
"The citric acid (TCA) cycle and respiratory electron transport"	"The citric acid (TCA) cycle and respiratory electron transport"	147	147	30	0.204081632653061	0.254237288135593	30	35	2	0	0.999999946640317	1
"APC/C:Cdc20 mediated degradation of Securin"	"APC/C:Cdc20 mediated degradation of Securin"	64	64	13	0.203125	0.177966101694915	21	21	4	0	0.999686051830945	1
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A"	69	69	14	0.202898550724638	0.194915254237288	23	23	4	0	0.999819654560029	1
"ATF6-alpha activates chaperone genes"	"ATF6-alpha activates chaperone genes"	10	10	2	0.2	0.0169491525423729	2	2	1	0	0.85224025943095	1
"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	"Activation of PPARGC1A (PGC-1alpha) by phosphorylation"	10	10	2	0.2	0.0169491525423729	2	2	1	0	0.85224025943095	1
"Acyl chain remodeling of DAG and TAG"	"Acyl chain remodeling of DAG and TAG"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA"	"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA"	5	5	1	0.2	0.00847457627118644	1	1	1	0	0.684415849177211	1
