"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"Fertilization"	"Fertilization"	26	26	21	0.807692307692308	0.293918918918919	87	133	24	0	0.76336779778942	1
"Mitochondrial biogenesis"	"Mitochondrial biogenesis"	52	52	42	0.807692307692308	0.47972972972973	142	257	60	0	0.876057396063948	1
"Reproduction"	"Reproduction"	26	26	21	0.807692307692308	0.293918918918919	87	133	24	0	0.76336779778942	1
"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	26	26	21	0.807692307692308	0.293918918918919	87	126	14	0	0.76336779778942	1
"The phototransduction cascade"	"The phototransduction cascade"	31	31	25	0.806451612903226	0.300675675675676	89	136	18	0	0.798654352958278	1
"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	36	36	29	0.805555555555556	0.39527027027027	117	266	56	0	0.827316492394737	1
"Transport to the Golgi and subsequent modification"	"Transport to the Golgi and subsequent modification"	36	36	29	0.805555555555556	0.375	111	176	55	0	0.827316492394737	1
"Activation of BAD and translocation to mitochondria"	"Activation of BAD and translocation to mitochondria"	15	15	12	0.8	0.222972972972973	66	82	15	0	0.697383342251013	1
"Activation of BH3-only proteins"	"Activation of BH3-only proteins"	25	25	20	0.8	0.307432432432432	91	125	15	0	0.788128906884467	1
"Activation of RAS in B cells"	"Activation of RAS in B cells"	5	5	4	0.8	0.0641891891891892	19	19	9	0	0.502100099636619	1
"Activation of caspases through apoptosome-mediated cleavage"	"Activation of caspases through apoptosome-mediated cleavage"	5	5	4	0.8	0.0540540540540541	16	16	8	0	0.502100099636619	1
"Acyl chain remodeling of DAG and TAG"	"Acyl chain remodeling of DAG and TAG"	5	5	4	0.8	0.182432432432432	54	57	31	0	0.502100099636619	1
"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"	5	5	4	0.8	0.027027027027027	8	10	3	0	0.502100099636619	1
"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA"	"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA"	5	5	4	0.8	0.0337837837837838	10	12	5	0	0.502100099636619	1
"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	"Beta oxidation of octanoyl-CoA to hexanoyl-CoA"	5	5	4	0.8	0.027027027027027	8	10	3	0	0.502100099636619	1
"COPI Mediated Transport"	"COPI Mediated Transport"	10	10	8	0.8	0.141891891891892	42	62	30	0	0.624643126426851	1
"CREB phosphorylation through the activation of CaMKII"	"CREB phosphorylation through the activation of CaMKII"	15	15	12	0.8	0.162162162162162	48	56	17	0	0.697383342251013	1
"Cellular response to hypoxia"	"Cellular response to hypoxia"	25	25	20	0.8	0.253378378378378	75	100	19	0	0.788128906884467	1
"Cohesin Loading onto Chromatin"	"Cohesin Loading onto Chromatin"	10	10	8	0.8	0.260135135135135	77	91	28	0	0.624643126426851	1
"Cyclin B2 mediated events"	"Cyclin B2 mediated events"	5	5	4	0.8	0.0202702702702703	6	6	2	0	0.502100099636619	1
"Cytochrome P450 - arranged by substrate type"	"Cytochrome P450 - arranged by substrate type"	60	60	48	0.8	0.341216216216216	101	311	33	0	0.922518403008418	1
"Cytochrome c-mediated apoptotic response"	"Cytochrome c-mediated apoptotic response"	5	5	4	0.8	0.0540540540540541	16	16	8	0	0.502100099636619	1
"Dual incision reaction in GG-NER"	"Dual incision reaction in GG-NER"	20	20	16	0.8	0.125	37	49	6	0	0.748860140206196	1
"ERK1 activation"	"ERK1 activation"	10	10	8	0.8	0.135135135135135	40	44	18	0	0.624643126426851	1
"Electric Transmission Across Gap Junctions"	"Electric Transmission Across Gap Junctions"	5	5	4	0.8	0.0472972972972973	14	15	11	0	0.502100099636619	1
"Ficolins bind to repetitive carbohydrate structures on the target cell surface"	"Ficolins bind to repetitive carbohydrate structures on the target cell surface"	5	5	4	0.8	0.202702702702703	60	68	55	0	0.502100099636619	1
"Formation of incision complex in GG-NER"	"Formation of incision complex in GG-NER"	20	20	16	0.8	0.125	37	49	6	0	0.748860140206196	1
"Free fatty acid receptors"	"Free fatty acid receptors"	5	5	4	0.8	0.0236486486486486	7	15	4	0	0.502100099636619	1
"G2/M DNA replication checkpoint"	"G2/M DNA replication checkpoint"	5	5	4	0.8	0.0168918918918919	5	5	2	0	0.502100099636619	1
"Galactose catabolism"	"Galactose catabolism"	5	5	4	0.8	0.0641891891891892	19	19	15	0	0.502100099636619	1
"Golgi to ER Retrograde Transport"	"Golgi to ER Retrograde Transport"	10	10	8	0.8	0.141891891891892	42	62	30	0	0.624643126426851	1
"IRAK2 mediated activation of TAK1 complex"	"IRAK2 mediated activation of TAK1 complex"	10	10	8	0.8	0.111486486486486	33	37	14	0	0.624643126426851	1
"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	10	10	8	0.8	0.111486486486486	33	37	14	0	0.624643126426851	1
"Interactions of Vpr with host cellular proteins"	"Interactions of Vpr with host cellular proteins"	40	40	32	0.8	0.405405405405405	120	182	18	0	0.865890099893404	1
"Interleukin-1 signaling"	"Interleukin-1 signaling"	40	40	32	0.8	0.47972972972973	142	216	53	0	0.865890099893404	1
"Ketone body metabolism"	"Ketone body metabolism"	5	5	4	0.8	0.273648648648649	81	86	53	0	0.502100099636619	1
"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	5	5	4	0.8	0.0371621621621622	11	11	5	0	0.502100099636619	1
"Leukotriene receptors"	"Leukotriene receptors"	5	5	4	0.8	0.0337837837837838	10	16	5	0	0.502100099636619	1
"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"	"Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling"	5	5	4	0.8	0.0608108108108108	18	19	7	0	0.502100099636619	1
"Metabolism of polyamines"	"Metabolism of polyamines"	15	15	12	0.8	0.233108108108108	69	94	38	0	0.697383342251013	1
"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	15	15	12	0.8	0.179054054054054	53	71	23	0	0.697383342251013	1
"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	15	15	12	0.8	0.175675675675676	52	72	23	0	0.697383342251013	1
"Mitochondrial Fatty Acid Beta-Oxidation"	"Mitochondrial Fatty Acid Beta-Oxidation"	15	15	12	0.8	0.199324324324324	59	69	28	0	0.697383342251013	1
"N-Glycan antennae elongation"	"N-Glycan antennae elongation"	15	15	12	0.8	0.290540540540541	86	112	55	0	0.697383342251013	1
"N-glycan antennae elongation in the medial/trans-Golgi"	"N-glycan antennae elongation in the medial/trans-Golgi"	20	20	16	0.8	0.320945945945946	95	127	55	0	0.748860140206196	1
"N-glycan trimming and elongation in the cis-Golgi"	"N-glycan trimming and elongation in the cis-Golgi"	5	5	4	0.8	0.0472972972972973	14	16	9	0	0.502100099636619	1
"Nicotinamide salvaging"	"Nicotinamide salvaging"	5	5	4	0.8	0.0574324324324324	17	18	10	0	0.502100099636619	1
"Prolactin receptor signaling"	"Prolactin receptor signaling"	15	15	12	0.8	0.179054054054054	53	74	18	0	0.697383342251013	1
"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	10	10	8	0.8	0.0810810810810811	24	26	10	0	0.624643126426851	1
"Regulation of HSF1-mediated heat shock response"	"Regulation of HSF1-mediated heat shock response"	35	35	28	0.8	0.425675675675676	126	241	35	0	0.844782296525333	1
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	"Regulation of Hypoxia-inducible Factor (HIF) by oxygen"	25	25	20	0.8	0.253378378378378	75	100	19	0	0.788128906884467	1
"Removal of the Flap Intermediate from the C-strand"	"Removal of the Flap Intermediate from the C-strand"	10	10	8	0.8	0.14527027027027	43	55	23	0	0.624643126426851	1
"Role of second messengers in netrin-1 signaling"	"Role of second messengers in netrin-1 signaling"	10	10	8	0.8	0.216216216216216	64	76	35	0	0.624643126426851	1
"SMAC binds to IAPs"	"SMAC binds to IAPs"	5	5	4	0.8	0.0574324324324324	17	19	8	0	0.502100099636619	1
"SMAC-mediated apoptotic response"	"SMAC-mediated apoptotic response"	5	5	4	0.8	0.0574324324324324	17	19	8	0	0.502100099636619	1
"SMAC-mediated dissociation of IAP:caspase complexes"	"SMAC-mediated dissociation of IAP:caspase complexes"	5	5	4	0.8	0.0574324324324324	17	19	8	0	0.502100099636619	1
"SUMO is conjugated to E1 (UBA2:SAE1)"	"SUMO is conjugated to E1 (UBA2:SAE1)"	5	5	4	0.8	0.0472972972972973	14	15	9	0	0.502100099636619	1
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	5	5	4	0.8	0.0337837837837838	10	13	6	0	0.502100099636619	1
"Synthesis of Dolichyl-phosphate"	"Synthesis of Dolichyl-phosphate"	5	5	4	0.8	0.0405405405405405	12	19	7	0	0.502100099636619	1
"Synthesis of pyrophosphates in the cytosol"	"Synthesis of pyrophosphates in the cytosol"	10	10	8	0.8	0.118243243243243	35	52	16	0	0.624643126426851	1
"Tachykinin receptors bind tachykinins"	"Tachykinin receptors bind tachykinins"	5	5	4	0.8	0.0709459459459459	21	22	16	0	0.502100099636619	1
"Transcription-coupled NER (TC-NER)"	"Transcription-coupled NER (TC-NER)"	45	45	36	0.8	0.429054054054054	127	267	55	0	0.883619836059365	1
"Transmission across Electrical Synapses"	"Transmission across Electrical Synapses"	5	5	4	0.8	0.0472972972972973	14	15	11	0	0.502100099636619	1
"Global Genomic NER (GG-NER)"	"Global Genomic NER (GG-NER)"	34	34	27	0.794117647058823	0.381756756756757	113	165	55	0	0.861385041890099	1
"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	19	19	15	0.789473684210526	0.175675675675676	52	64	21	0	0.778207132922756	1
"PERK regulates gene expression"	"PERK regulates gene expression"	28	28	22	0.785714285714286	0.297297297297297	88	128	32	0	0.857889310284701	1
"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	"Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor"	14	14	11	0.785714285714286	0.152027027027027	45	50	9	0	0.734542705486465	1
"Vpr-mediated nuclear import of PICs"	"Vpr-mediated nuclear import of PICs"	37	37	29	0.783783783783784	0.344594594594595	102	147	16	0	0.905609550617319	1
"Telomere C-strand (Lagging Strand) Synthesis"	"Telomere C-strand (Lagging Strand) Synthesis"	23	23	18	0.782608695652174	0.381756756756757	113	164	55	0	0.834811634642303	1
"TCR signaling"	"TCR signaling"	64	64	50	0.78125	0.537162162162162	159	436	60	0	0.969521506604768	1
"Arachidonic acid metabolism"	"Arachidonic acid metabolism"	50	50	39	0.78	0.212837837837838	63	132	8	0	0.950271929883876	1
"COPII (Coat Protein 2) Mediated Vesicle Transport"	"COPII (Coat Protein 2) Mediated Vesicle Transport"	9	9	7	0.777777777777778	0.0540540540540541	16	17	5	0	0.674187193944796	1
"ER to Golgi Transport"	"ER to Golgi Transport"	9	9	7	0.777777777777778	0.0540540540540541	16	17	5	0	0.674187193944796	1
"Elevation of cytosolic Ca2+ levels"	"Elevation of cytosolic Ca2+ levels"	9	9	7	0.777777777777778	0.118243243243243	35	38	21	0	0.674187193944796	1
"Pyrimidine salvage reactions"	"Pyrimidine salvage reactions"	9	9	7	0.777777777777778	0.0675675675675676	20	25	8	0	0.674187193944796	1
"Regulation of gene expression by Hypoxia-inducible Factor"	"Regulation of gene expression by Hypoxia-inducible Factor"	9	9	7	0.777777777777778	0.168918918918919	50	56	19	0	0.674187193944796	1
"Retinoid cycle disease events"	"Retinoid cycle disease events"	9	9	7	0.777777777777778	0.172297297297297	51	73	30	0	0.674187193944796	1
"Sperm Motility And Taxes"	"Sperm Motility And Taxes"	9	9	7	0.777777777777778	0.175675675675676	52	55	24	0	0.674187193944796	1
"p75NTR regulates axonogenesis"	"p75NTR regulates axonogenesis"	9	9	7	0.777777777777778	0.0709459459459459	21	23	9	0	0.674187193944796	1
"Respiratory electron transport"	"Respiratory electron transport"	87	87	67	0.770114942528736	0.584459459459459	173	500	59	0	0.993707483991862	1
"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	13	13	10	0.769230769230769	0.219594594594595	65	80	43	0	0.771091089650943	1
"Dissolution of Fibrin Clot"	"Dissolution of Fibrin Clot"	13	13	10	0.769230769230769	0.300675675675676	89	127	56	0	0.771091089650943	1
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	13	13	10	0.769230769230769	0.128378378378378	38	47	7	0	0.771091089650943	1
"Nuclear signaling by ERBB4"	"Nuclear signaling by ERBB4"	39	39	30	0.769230769230769	0.327702702702703	97	180	24	0	0.944546565615537	1
"Retrograde neurotrophin signalling"	"Retrograde neurotrophin signalling"	13	13	10	0.769230769230769	0.304054054054054	90	112	58	0	0.771091089650943	1
"Signal regulatory protein (SIRP) family interactions"	"Signal regulatory protein (SIRP) family interactions"	13	13	10	0.769230769230769	0.256756756756757	76	85	34	0	0.771091089650943	1
"Trafficking and processing of endosomal TLR"	"Trafficking and processing of endosomal TLR"	13	13	10	0.769230769230769	0.226351351351351	67	96	22	0	0.771091089650943	1
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	108	108	83	0.768518518518518	0.625	185	603	59	0	0.997813251102628	1
"Activated NOTCH1 Transmits Signal to the Nucleus"	"Activated NOTCH1 Transmits Signal to the Nucleus"	30	30	23	0.766666666666667	0.260135135135135	77	118	15	0	0.918214046529035	1
"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	17	17	13	0.764705882352941	0.097972972972973	29	54	10	0	0.833677262513373	1
"Cytosolic sulfonation of small molecules"	"Cytosolic sulfonation of small molecules"	17	17	13	0.764705882352941	0.0878378378378378	26	37	9	0	0.833677262513373	1
"Netrin-1 signaling"	"Netrin-1 signaling"	42	42	32	0.761904761904762	0.412162162162162	122	290	43	0	0.963092171449284	1
"Downstream TCR signaling"	"Downstream TCR signaling"	46	46	35	0.760869565217391	0.439189189189189	130	262	60	0	0.971464083079903	1
"ATF4 activates genes"	"ATF4 activates genes"	25	25	19	0.76	0.283783783783784	84	116	32	0	0.907452874641759	1
"CDO in myogenesis"	"CDO in myogenesis"	29	29	22	0.758620689655172	0.182432432432432	54	76	10	0	0.92986552756969	1
"Myogenesis"	"Myogenesis"	29	29	22	0.758620689655172	0.182432432432432	54	76	10	0	0.92986552756969	1
"Budding and maturation of HIV virion"	"Budding and maturation of HIV virion"	33	33	25	0.757575757575758	0.341216216216216	101	162	31	0	0.946481062884121	1
"Generation of second messenger molecules"	"Generation of second messenger molecules"	37	37	28	0.756756756756757	0.378378378378378	112	225	51	0	0.958940783158475	1
"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	"Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	"Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	"Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	"Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	"Defective CYP19A1 causes Aromatase excess syndrome (AEXS)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP1B1 causes Glaucoma"	"Defective CYP1B1 causes Glaucoma"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	"Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	"Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	"Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	"Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	"Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	"Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	"Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	"Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	"Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	"Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective FMO3 causes Trimethylaminuria (TMAU)"	"Defective FMO3 causes Trimethylaminuria (TMAU)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective MAOA causes Brunner syndrome (BRUNS)"	"Defective MAOA causes Brunner syndrome (BRUNS)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	"Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"Phase 1 - Functionalization of compounds"	"Phase 1 - Functionalization of compounds"	78	78	59	0.756410256410256	0.418918918918919	124	379	33	0	0.996080370153849	1
"NS1 Mediated Effects on Host Pathways"	"NS1 Mediated Effects on Host Pathways"	4	4	3	0.75	0.0777027027027027	23	24	19	0	0.576300595926033	1
"ATF6-alpha activates chaperones"	"ATF6-alpha activates chaperones"	12	12	9	0.75	0.148648648648649	44	50	15	0	0.806576988780966	1
"Activation of PUMA and translocation to mitochondria"	"Activation of PUMA and translocation to mitochondria"	4	4	3	0.75	0.0810810810810811	24	24	13	0	0.576300595926033	1
"Alpha-oxidation of phytanate"	"Alpha-oxidation of phytanate"	4	4	3	0.75	0.0236486486486486	7	7	4	0	0.576300595926033	1
"Axonal growth inhibition (RHOA activation)"	"Axonal growth inhibition (RHOA activation)"	8	8	6	0.75	0.0439189189189189	13	14	4	0	0.724724165087595	1
"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"	8	8	6	0.75	0.131756756756757	39	54	13	0	0.724724165087595	1
"CREB phosphorylation through the activation of CaMKK"	"CREB phosphorylation through the activation of CaMKK"	4	4	3	0.75	0.0472972972972973	14	14	6	0	0.576300595926033	1
"Cell-extracellular matrix interactions"	"Cell-extracellular matrix interactions"	16	16	12	0.75	0.165540540540541	49	58	19	0	0.859296875466412	1
"Coenzyme A biosynthesis"	"Coenzyme A biosynthesis"	8	8	6	0.75	0.0405405405405405	12	12	4	0	0.724724165087595	1
"Degradation of cysteine and homocysteine"	"Degradation of cysteine and homocysteine"	8	8	6	0.75	0.0371621621621622	11	12	3	0	0.724724165087595	1
"HCN channels"	"HCN channels"	4	4	3	0.75	0.0810810810810811	24	24	16	0	0.576300595926033	1
"Histamine receptors"	"Histamine receptors"	4	4	3	0.75	0.0371621621621622	11	11	7	0	0.576300595926033	1
"Host Interactions with Influenza Factors"	"Host Interactions with Influenza Factors"	8	8	6	0.75	0.158783783783784	47	59	19	0	0.724724165087595	1
"Hyaluronan metabolism"	"Hyaluronan metabolism"	16	16	12	0.75	0.324324324324324	96	112	60	0	0.859296875466412	1
"Hypusine synthesis from eIF5A-lysine"	"Hypusine synthesis from eIF5A-lysine"	4	4	3	0.75	0.202702702702703	60	62	56	0	0.576300595926033	1
"Influenza Virus Induced Apoptosis"	"Influenza Virus Induced Apoptosis"	4	4	3	0.75	0.0844594594594595	25	35	18	0	0.576300595926033	1
"Processing of DNA ends prior to end rejoining"	"Processing of DNA ends prior to end rejoining"	4	4	3	0.75	0.0912162162162162	27	27	16	0	0.576300595926033	1
"Processive synthesis on the C-strand of the telomere"	"Processive synthesis on the C-strand of the telomere"	12	12	9	0.75	0.162162162162162	48	60	23	0	0.806576988780966	1
"Proton-coupled monocarboxylate transport"	"Proton-coupled monocarboxylate transport"	4	4	3	0.75	0.0371621621621622	11	11	7	0	0.576300595926033	1
"Proton/oligonucleotide cotransporters"	"Proton/oligonucleotide cotransporters"	4	4	3	0.75	0.0574324324324324	17	17	9	0	0.576300595926033	1
"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components"	8	8	6	0.75	0.111486486486486	33	34	19	0	0.724724165087595	1
"Release of Hh-Np from the secreting cell"	"Release of Hh-Np from the secreting cell"	8	8	6	0.75	0.0574324324324324	17	19	5	0	0.724724165087595	1
"Scavenging by Class H Receptors"	"Scavenging by Class H Receptors"	4	4	3	0.75	0.0202702702702703	6	6	2	0	0.576300595926033	1
"Serotonin receptors"	"Serotonin receptors"	12	12	9	0.75	0.0810810810810811	24	31	8	0	0.806576988780966	1
"Synthesis of Ketone Bodies"	"Synthesis of Ketone Bodies"	4	4	3	0.75	0.219594594594595	65	69	53	0	0.576300595926033	1
"Toxicity of botulinum toxin type E (BoNT/E)"	"Toxicity of botulinum toxin type E (BoNT/E)"	4	4	3	0.75	0.0472972972972973	14	16	7	0	0.576300595926033	1
"Transcription from mitochondrial promoters"	"Transcription from mitochondrial promoters"	4	4	3	0.75	0.0337837837837838	10	10	5	0	0.576300595926033	1
"Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization"	"Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization"	4	4	3	0.75	0.10472972972973	31	35	18	0	0.576300595926033	1
"WNT mediated activation of DVL"	"WNT mediated activation of DVL"	8	8	6	0.75	0.222972972972973	66	73	60	0	0.724724165087595	1
"cRNA Synthesis"	"cRNA Synthesis"	4	4	3	0.75	0.0304054054054054	9	9	5	0	0.576300595926033	1
"vRNA Synthesis"	"vRNA Synthesis"	4	4	3	0.75	0.0304054054054054	9	9	5	0	0.576300595926033	1
"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	55	55	41	0.745454545454545	0.199324324324324	59	149	16	0	0.99170744181985	1
"Fc epsilon receptor (FCERI) signaling"	"Fc epsilon receptor (FCERI) signaling"	212	212	158	0.745283018867924	0.780405405405405	231	1209	82	0	0.999999641546016	1
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	51	51	38	0.745098039215686	0.432432432432432	128	274	24	0	0.989364515967706	1
"Double-Strand Break Repair"	"Double-Strand Break Repair"	23	23	17	0.739130434782609	0.212837837837838	63	97	16	0	0.934295212546099	1
"Constitutive Signaling by NOTCH1 HD Domain Mutants"	"Constitutive Signaling by NOTCH1 HD Domain Mutants"	15	15	11	0.733333333333333	0.125	37	40	8	0	0.883180158428273	1
"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	15	15	11	0.733333333333333	0.314189189189189	93	117	55	0	0.883180158428273	1
"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	15	15	11	0.733333333333333	0.314189189189189	93	117	55	0	0.883180158428273	1
"Translocation of GLUT4 to the plasma membrane"	"Translocation of GLUT4 to the plasma membrane"	60	60	44	0.733333333333333	0.398648648648649	118	206	26	0	0.997001498023935	1
"WNT5A-dependent internalization of FZD4"	"WNT5A-dependent internalization of FZD4"	15	15	11	0.733333333333333	0.293918918918919	87	96	58	0	0.883180158428273	1
"DSCAM interactions"	"DSCAM interactions"	11	11	8	0.727272727272727	0.128378378378378	38	44	17	0	0.840508598403412	1
"Dermatan sulfate biosynthesis"	"Dermatan sulfate biosynthesis"	11	11	8	0.727272727272727	0.114864864864865	34	37	14	0	0.840508598403412	1
"Recruitment of NuMA to mitotic centrosomes"	"Recruitment of NuMA to mitotic centrosomes"	11	11	8	0.727272727272727	0.162162162162162	48	56	34	0	0.840508598403412	1
"Signaling by NOTCH3"	"Signaling by NOTCH3"	11	11	8	0.727272727272727	0.097972972972973	29	42	9	0	0.840508598403412	1
"Signaling by NOTCH4"	"Signaling by NOTCH4"	11	11	8	0.727272727272727	0.10472972972973	31	44	9	0	0.840508598403412	1
"Formation of ATP by chemiosmotic coupling"	"Formation of ATP by chemiosmotic coupling"	18	18	13	0.722222222222222	0.212837837837838	63	72	19	0	0.928574812305143	1
"Aflatoxin activation and detoxification"	"Aflatoxin activation and detoxification"	21	21	15	0.714285714285714	0.226351351351351	67	108	22	0	0.95593168794728	1
"Apoptotic factor-mediated response"	"Apoptotic factor-mediated response"	7	7	5	0.714285714285714	0.0709459459459459	21	23	8	0	0.775467491091488	1
"Defective ACY1 causes encephalopathy"	"Defective ACY1 causes encephalopathy"	21	21	15	0.714285714285714	0.226351351351351	67	108	22	0	0.95593168794728	1
"Highly sodium permeable acetylcholine nicotinic receptors"	"Highly sodium permeable acetylcholine nicotinic receptors"	7	7	5	0.714285714285714	0.027027027027027	8	15	5	0	0.775467491091488	1
