"path_id"	"full_path_length"	"testable_path_length"	"aberrational_genes"	"proportion_aberrational"	"proportion_of_cohort_w_aberrational_gene_in_path"	"Num_patient_with_aberrational_gene_.s._in_path"	"count_of_aberrational_genes_in_path_cross_cohort"	"max_in_one_gene"	"min_in_one_gene"	"hyperg_p_value"	"hyperg_p_w_FDR"
"PRC2 methylates histones and DNA"	"PRC2 methylates histones and DNA"	40	40	31	0.775	0.179133858267717	91	106	9	0	0.765641215754613	1
"Gluconeogenesis"	"Gluconeogenesis"	31	31	24	0.774193548387097	0.106299212598425	54	63	11	0	0.728924152327523	1
"Inwardly rectifying K+ channels"	"Inwardly rectifying K+ channels"	31	31	24	0.774193548387097	0.179133858267717	91	110	19	0	0.728924152327523	1
"The canonical retinoid cycle in rods (twilight vision)"	"The canonical retinoid cycle in rods (twilight vision)"	22	22	17	0.772727272727273	0.114173228346457	58	66	13	0	0.681041774858434	1
"Regulation of HSF1-mediated heat shock response"	"Regulation of HSF1-mediated heat shock response"	35	35	27	0.771428571428571	0.190944881889764	97	114	22	0	0.76113659143344	1
"SIRT1 negatively regulates rRNA Expression"	"SIRT1 negatively regulates rRNA Expression"	35	35	27	0.771428571428571	0.12007874015748	61	67	6	0	0.76113659143344	1
"APC/C-mediated degradation of cell cycle proteins"	"APC/C-mediated degradation of cell cycle proteins"	83	83	64	0.771084337349398	0.232283464566929	118	153	9	0	0.894495800045924	1
"Regulation of mitotic cell cycle"	"Regulation of mitotic cell cycle"	83	83	64	0.771084337349398	0.232283464566929	118	153	9	0	0.894495800045924	1
"Clathrin derived vesicle budding"	"Clathrin derived vesicle budding"	61	61	47	0.770491803278688	0.25	127	182	13	0	0.852978006618353	1
"trans-Golgi Network Vesicle Budding"	"trans-Golgi Network Vesicle Budding"	61	61	47	0.770491803278688	0.25	127	182	13	0	0.852978006618353	1
"Advanced glycosylation endproduct receptor signaling"	"Advanced glycosylation endproduct receptor signaling"	13	13	10	0.769230769230769	0.047244094488189	24	26	8	0	0.611843198247522	1
"Caspase-8 activation by cleavage"	"Caspase-8 activation by cleavage"	13	13	10	0.769230769230769	0.127952755905512	65	68	51	0	0.611843198247522	1
"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	"DEx/H-box helicases activate type I IFN and inflammatory cytokines production"	13	13	10	0.769230769230769	0.0728346456692913	37	39	8	0	0.611843198247522	1
"Dissolution of Fibrin Clot"	"Dissolution of Fibrin Clot"	13	13	10	0.769230769230769	0.0728346456692913	37	40	11	0	0.611843198247522	1
"FGFR2c ligand binding and activation"	"FGFR2c ligand binding and activation"	13	13	10	0.769230769230769	0.0354330708661417	18	19	4	0	0.611843198247522	1
"FGFR4 ligand binding and activation"	"FGFR4 ligand binding and activation"	13	13	10	0.769230769230769	0.0433070866141732	22	23	5	0	0.611843198247522	1
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	13	13	10	0.769230769230769	0.0708661417322835	36	38	8	0	0.611843198247522	1
"Signal regulatory protein (SIRP) family interactions"	"Signal regulatory protein (SIRP) family interactions"	13	13	10	0.769230769230769	0.0767716535433071	39	41	9	0	0.611843198247522	1
"Trafficking and processing of endosomal TLR"	"Trafficking and processing of endosomal TLR"	13	13	10	0.769230769230769	0.0551181102362205	28	32	7	0	0.611843198247522	1
"ZBP1(DAI) mediated induction of type I IFNs"	"ZBP1(DAI) mediated induction of type I IFNs"	26	26	20	0.769230769230769	0.127952755905512	65	76	10	0	0.722709232300849	1
"Regulation of actin dynamics for phagocytic cup formation"	"Regulation of actin dynamics for phagocytic cup formation"	95	95	73	0.768421052631579	0.440944881889764	224	338	21	0	0.921946522484061	1
"Vasopressin regulates renal water homeostasis via Aquaporins"	"Vasopressin regulates renal water homeostasis via Aquaporins"	43	43	33	0.767441860465116	0.253937007874016	129	163	26	0	0.812234635457121	1
"Activation of Kainate Receptors upon glutamate binding"	"Activation of Kainate Receptors upon glutamate binding"	30	30	23	0.766666666666667	0.183070866141732	93	113	21	0	0.757095859548953	1
"Lipoprotein metabolism"	"Lipoprotein metabolism"	30	30	23	0.766666666666667	0.265748031496063	135	180	43	0	0.757095859548953	1
"Tight junction interactions"	"Tight junction interactions"	30	30	23	0.766666666666667	0.116141732283465	59	66	11	0	0.757095859548953	1
"Regulation of APC/C activators between G1/S and early anaphase"	"Regulation of APC/C activators between G1/S and early anaphase"	77	77	59	0.766233766233766	0.218503937007874	111	142	9	0	0.903535758917165	1
"O-linked glycosylation of mucins"	"O-linked glycosylation of mucins"	64	64	49	0.765625	0.448818897637795	228	375	97	0	0.88052381836834	1
"Activated point mutants of FGFR2"	"Activated point mutants of FGFR2"	17	17	13	0.764705882352941	0.0452755905511811	23	24	4	0	0.671346064564861	1
"Aquaporin-mediated transport"	"Aquaporin-mediated transport"	51	51	39	0.764705882352941	0.27755905511811	141	179	26	0	0.850632286912056	1
"Branched-chain amino acid catabolism"	"Branched-chain amino acid catabolism"	17	17	13	0.764705882352941	0.0610236220472441	31	33	6	0	0.671346064564861	1
"FGFR2 ligand binding and activation"	"FGFR2 ligand binding and activation"	17	17	13	0.764705882352941	0.0452755905511811	23	24	4	0	0.671346064564861	1
"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	17	17	13	0.764705882352941	0.716535433070866	364	416	340	0	0.671346064564861	1
"Metabolism of porphyrins"	"Metabolism of porphyrins"	17	17	13	0.764705882352941	0.0492125984251969	25	26	4	0	0.671346064564861	1
"Signaling by FGFR2 mutants"	"Signaling by FGFR2 mutants"	17	17	13	0.764705882352941	0.0452755905511811	23	24	4	0	0.671346064564861	1
"Synthesis, secretion, and deacylation of Ghrelin"	"Synthesis, secretion, and deacylation of Ghrelin"	17	17	13	0.764705882352941	0.0492125984251969	25	25	6	0	0.671346064564861	1
"Phagosomal maturation (early endosomal stage)"	"Phagosomal maturation (early endosomal stage)"	38	38	29	0.763157894736842	0.12007874015748	61	82	8	0	0.810597086929513	1
"RNA Polymerase I Promoter Clearance"	"RNA Polymerase I Promoter Clearance"	76	76	58	0.763157894736842	0.27755905511811	141	189	11	0	0.912810857948265	1
"Aflatoxin activation and detoxification"	"Aflatoxin activation and detoxification"	21	21	16	0.761904761904762	0.0669291338582677	34	38	5	0	0.717141562343437	1
"Defective ACY1 causes encephalopathy"	"Defective ACY1 causes encephalopathy"	21	21	16	0.761904761904762	0.0669291338582677	34	38	5	0	0.717141562343437	1
"Lagging Strand Synthesis"	"Lagging Strand Synthesis"	21	21	16	0.761904761904762	0.0748031496062992	38	42	6	0	0.717141562343437	1
"RIP-mediated NFkB activation via ZBP1"	"RIP-mediated NFkB activation via ZBP1"	21	21	16	0.761904761904762	0.104330708661417	53	59	9	0	0.717141562343437	1
"Interferon alpha/beta signaling"	"Interferon alpha/beta signaling"	67	67	51	0.761194029850746	0.27755905511811	141	187	22	0	0.903240126812694	1
"Metabolism of proteins"	"Metabolism of proteins"	694	694	527	0.759365994236311	0.885826771653543	450	2040	97	0	0.999999443173471	1
"Extension of Telomeres"	"Extension of Telomeres"	29	29	22	0.758620689655172	0.108267716535433	55	63	11	0	0.784270116730436	1
"RNA Polymerase I Promoter Escape"	"RNA Polymerase I Promoter Escape"	29	29	22	0.758620689655172	0.0984251968503937	50	60	9	0	0.784270116730436	1
"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	190	190	144	0.757894736842105	0.519685039370079	264	470	15	0	0.992871038248802	1
"Negative regulators of RIG-I/MDA5 signaling"	"Negative regulators of RIG-I/MDA5 signaling"	33	33	25	0.757575757575758	0.15748031496063	80	97	13	0	0.809788244526691	1
"RNA Polymerase I Transcription"	"RNA Polymerase I Transcription"	78	78	59	0.756410256410256	0.27755905511811	141	190	11	0	0.936457953898292	1
"Retinoid metabolism and transport"	"Retinoid metabolism and transport"	41	41	31	0.75609756097561	0.312992125984252	159	217	43	0	0.85026287647509	1
"Costimulation by the CD28 family"	"Costimulation by the CD28 family"	73	73	55	0.753424657534247	0.37007874015748	188	253	86	0	0.937081815300657	1
"Activation of NOXA and translocation to mitochondria"	"Activation of NOXA and translocation to mitochondria"	4	4	3	0.75	0.671259842519685	341	345	340	0	0.472492721007983	1
"CREB phosphorylation through the activation of CaMKK"	"CREB phosphorylation through the activation of CaMKK"	4	4	3	0.75	0.00590551181102362	3	3	1	0	0.472492721007983	1
"Class II GLUTs"	"Class II GLUTs"	4	4	3	0.75	0.0078740157480315	4	4	2	0	0.472492721007983	1
"DNA Damage Bypass"	"DNA Damage Bypass"	4	4	3	0.75	0.0511811023622047	26	27	23	0	0.472492721007983	1
"DNA methylation"	"DNA methylation"	32	32	24	0.75	0.141732283464567	72	78	9	0	0.832393219792125	1
"Dual incision reaction in GG-NER"	"Dual incision reaction in GG-NER"	20	20	15	0.75	0.0964566929133858	49	55	9	0	0.752380332947558	1
"FGFR3 ligand binding and activation"	"FGFR3 ligand binding and activation"	12	12	9	0.75	0.0452755905511811	23	24	9	0	0.662442848430872	1
"FGFR3c ligand binding and activation"	"FGFR3c ligand binding and activation"	12	12	9	0.75	0.0452755905511811	23	24	9	0	0.662442848430872	1
"Formation of incision complex in GG-NER"	"Formation of incision complex in GG-NER"	20	20	15	0.75	0.0964566929133858	49	55	9	0	0.752380332947558	1
"Glucocorticoid biosynthesis"	"Glucocorticoid biosynthesis"	8	8	6	0.75	0.0354330708661417	18	18	6	0	0.591496211542161	1
"Glutathione synthesis and recycling"	"Glutathione synthesis and recycling"	12	12	9	0.75	0.0393700787401575	20	20	4	0	0.662442848430872	1
"Histamine receptors"	"Histamine receptors"	4	4	3	0.75	0.00984251968503937	5	5	3	0	0.472492721007983	1
"Host Interactions with Influenza Factors"	"Host Interactions with Influenza Factors"	8	8	6	0.75	0.0354330708661417	18	19	11	0	0.591496211542161	1
"IKK complex recruitment mediated by RIP1"	"IKK complex recruitment mediated by RIP1"	24	24	18	0.75	0.104330708661417	53	63	16	0	0.784026240964096	1
"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	12	12	9	0.75	0.0708661417322835	36	38	14	0	0.662442848430872	1
"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA"	"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA"	8	8	6	0.75	0.0413385826771654	21	22	6	0	0.591496211542161	1
"Interleukin-1 signaling"	"Interleukin-1 signaling"	40	40	30	0.75	0.190944881889764	97	114	9	0	0.867668380069914	1
"Localization of the PINCH-ILK-PARVIN complex to focal adhesions"	"Localization of the PINCH-ILK-PARVIN complex to focal adhesions"	4	4	3	0.75	0.0295275590551181	15	15	10	0	0.472492721007983	1
"Mismatch Repair"	"Mismatch Repair"	16	16	12	0.75	0.0807086614173228	41	47	6	0	0.713165049645873	1
"Mitochondrial ABC transporters"	"Mitochondrial ABC transporters"	4	4	3	0.75	0.0255905511811024	13	14	5	0	0.472492721007983	1
"Nef Mediated CD8 Down-regulation"	"Nef Mediated CD8 Down-regulation"	8	8	6	0.75	0.0275590551181102	14	15	4	0	0.591496211542161	1
"PECAM1 interactions"	"PECAM1 interactions"	12	12	9	0.75	0.0728346456692913	37	46	9	0	0.662442848430872	1
"PERK regulates gene expression"	"PERK regulates gene expression"	28	28	21	0.75	0.0885826771653543	45	50	6	0	0.810255569825427	1
"Passive transport by Aquaporins"	"Passive transport by Aquaporins"	12	12	9	0.75	0.0393700787401575	20	20	5	0	0.662442848430872	1
"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes"	"Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes"	4	4	3	0.75	0.0433070866141732	22	22	14	0	0.472492721007983	1
"Proton-coupled monocarboxylate transport"	"Proton-coupled monocarboxylate transport"	4	4	3	0.75	0.015748031496063	8	8	4	0	0.472492721007983	1
"Reversible hydration of carbon dioxide"	"Reversible hydration of carbon dioxide"	12	12	9	0.75	0.0374015748031496	19	20	5	0	0.662442848430872	1
"SHC activation"	"SHC activation"	4	4	3	0.75	0.0118110236220472	6	6	2	0	0.472492721007983	1
"Scavenging by Class H Receptors"	"Scavenging by Class H Receptors"	4	4	3	0.75	0.12007874015748	61	69	43	0	0.472492721007983	1
"Signaling by FGFR3 mutants"	"Signaling by FGFR3 mutants"	12	12	9	0.75	0.0452755905511811	23	24	9	0	0.662442848430872	1
"Signaling by activated point mutants of FGFR3"	"Signaling by activated point mutants of FGFR3"	12	12	9	0.75	0.0452755905511811	23	24	9	0	0.662442848430872	1
"Synthesis of IPs in the nucleus"	"Synthesis of IPs in the nucleus"	4	4	3	0.75	0.0078740157480315	4	4	2	0	0.472492721007983	1
"Synthesis of diphthamide-EEF2"	"Synthesis of diphthamide-EEF2"	8	8	6	0.75	0.0275590551181102	14	14	5	0	0.591496211542161	1
"TRAF6 mediated NF-kB activation"	"TRAF6 mediated NF-kB activation"	24	24	18	0.75	0.122047244094488	62	71	9	0	0.784026240964096	1
"Toxicity of botulinum toxin type E (BoNT/E)"	"Toxicity of botulinum toxin type E (BoNT/E)"	4	4	3	0.75	0.0236220472440945	12	12	6	0	0.472492721007983	1
"Transcription from mitochondrial promoters"	"Transcription from mitochondrial promoters"	4	4	3	0.75	0.0137795275590551	7	7	4	0	0.472492721007983	1
"Translesion synthesis by DNA polymerases bypassing lesion on DNA template"	"Translesion synthesis by DNA polymerases bypassing lesion on DNA template"	4	4	3	0.75	0.0511811023622047	26	27	23	0	0.472492721007983	1
"Vitamin B1 (thiamin) metabolism"	"Vitamin B1 (thiamin) metabolism"	4	4	3	0.75	0.0236220472440945	12	12	5	0	0.472492721007983	1
"Vitamin C (ascorbate) metabolism"	"Vitamin C (ascorbate) metabolism"	8	8	6	0.75	0.0413385826771654	21	21	5	0	0.591496211542161	1
"WNT mediated activation of DVL"	"WNT mediated activation of DVL"	8	8	6	0.75	0.062992125984252	32	34	8	0	0.591496211542161	1
"cRNA Synthesis"	"cRNA Synthesis"	4	4	3	0.75	0.0275590551181102	14	14	11	0	0.472492721007983	1
"vRNA Synthesis"	"vRNA Synthesis"	4	4	3	0.75	0.0275590551181102	14	14	11	0	0.472492721007983	1
"Amyloids"	"Amyloids"	51	51	38	0.745098039215686	0.21259842519685	108	132	20	0	0.916523254265198	1
"Metabolism of nucleotides"	"Metabolism of nucleotides"	78	78	58	0.743589743589744	0.265748031496063	135	183	15	0	0.964187436434205	1
"FCERI mediated MAPK activation"	"FCERI mediated MAPK activation"	77	77	57	0.74025974025974	0.307086614173228	156	223	29	0	0.968486798616167	1
"Negative epigenetic regulation of rRNA expression"	"Negative epigenetic regulation of rRNA expression"	77	77	57	0.74025974025974	0.265748031496063	135	179	10	0	0.968486798616167	1
"Lipid digestion, mobilization, and transport"	"Lipid digestion, mobilization, and transport"	50	50	37	0.74	0.318897637795276	162	237	43	0	0.926874705329739	1
"RNA Polymerase III Transcription Termination"	"RNA Polymerase III Transcription Termination"	23	23	17	0.739130434782609	0.0610236220472441	31	37	6	0	0.812764011648237	1
"Telomere C-strand (Lagging Strand) Synthesis"	"Telomere C-strand (Lagging Strand) Synthesis"	23	23	17	0.739130434782609	0.0925196850393701	47	53	11	0	0.812764011648237	1
"Citric acid cycle (TCA cycle)"	"Citric acid cycle (TCA cycle)"	19	19	14	0.736842105263158	0.0748031496062992	38	39	8	0	0.786373017747046	1
"Scavenging by Class A Receptors"	"Scavenging by Class A Receptors"	19	19	14	0.736842105263158	0.206692913385827	105	131	43	0	0.786373017747046	1
"Global Genomic NER (GG-NER)"	"Global Genomic NER (GG-NER)"	34	34	25	0.735294117647059	0.145669291338583	74	92	11	0	0.8871287664741	1
"TCR signaling"	"TCR signaling"	64	64	47	0.734375	0.399606299212598	203	279	86	0	0.962998466844479	1
"Activation of BAD and translocation to mitochondria"	"Activation of BAD and translocation to mitochondria"	15	15	11	0.733333333333333	0.0590551181102362	30	30	7	0	0.754137638997563	1
"HDL-mediated lipid transport"	"HDL-mediated lipid transport"	15	15	11	0.733333333333333	0.135826771653543	69	79	37	0	0.754137638997563	1
"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	15	15	11	0.733333333333333	0.0767716535433071	39	44	6	0	0.754137638997563	1
"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	15	15	11	0.733333333333333	0.0688976377952756	35	41	6	0	0.754137638997563	1
"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	"Repair synthesis for gap-filling by DNA polymerase in TC-NER"	15	15	11	0.733333333333333	0.0688976377952756	35	39	11	0	0.754137638997563	1
"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	"Repair synthesis of patch ~27-30 bases long  by DNA polymerase"	15	15	11	0.733333333333333	0.0688976377952756	35	39	11	0	0.754137638997563	1
"RNA Polymerase I Chain Elongation"	"RNA Polymerase I Chain Elongation"	56	56	41	0.732142857142857	0.181102362204724	92	109	9	0	0.954926663056424	1
"NoRC negatively regulates rRNA expression"	"NoRC negatively regulates rRNA expression"	74	74	54	0.72972972972973	0.261811023622047	133	172	10	0	0.979085071302992	1
"Cyclin A/B1 associated events during G2/M transition"	"Cyclin A/B1 associated events during G2/M transition"	22	22	16	0.727272727272727	0.0826771653543307	42	46	7	0	0.839880839792445	1
"Heme biosynthesis"	"Heme biosynthesis"	11	11	8	0.727272727272727	0.0334645669291339	17	17	4	0	0.713292106469668	1
"Hormone ligand-binding receptors"	"Hormone ligand-binding receptors"	11	11	8	0.727272727272727	0.0570866141732283	29	32	11	0	0.713292106469668	1
"Nef mediated downregulation of MHC class I complex cell surface expression"	"Nef mediated downregulation of MHC class I complex cell surface expression"	11	11	8	0.727272727272727	0.094488188976378	48	52	22	0	0.713292106469668	1
"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs"	"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs"	11	11	8	0.727272727272727	0.0433070866141732	22	22	9	0	0.713292106469668	1
"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling"	11	11	8	0.727272727272727	0.0590551181102362	30	38	8	0	0.713292106469668	1
"Post-chaperonin tubulin folding pathway"	"Post-chaperonin tubulin folding pathway"	18	18	13	0.722222222222222	0.0610236220472441	31	35	10	0	0.818731348930032	1
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"	79	79	57	0.721518987341772	0.409448818897638	208	319	51	0	0.98882763397988	1
"ATF4 activates genes"	"ATF4 activates genes"	25	25	18	0.72	0.0748031496062992	38	40	5	0	0.879362954646885	1
"Activation of BH3-only proteins"	"Activation of BH3-only proteins"	25	25	18	0.72	0.692913385826772	352	380	340	0	0.879362954646885	1
"Activation of G protein gated Potassium channels"	"Activation of G protein gated Potassium channels"	25	25	18	0.72	0.100393700787402	51	58	9	0	0.879362954646885	1
"G protein gated Potassium channels"	"G protein gated Potassium channels"	25	25	18	0.72	0.100393700787402	51	58	9	0	0.879362954646885	1
"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"	25	25	18	0.72	0.100393700787402	51	58	9	0	0.879362954646885	1
"Post-translational modification: synthesis of GPI-anchored proteins"	"Post-translational modification: synthesis of GPI-anchored proteins"	25	25	18	0.72	0.078740157480315	40	46	5	0	0.879362954646885	1
"Senescence-Associated Secretory Phenotype (SASP)"	"Senescence-Associated Secretory Phenotype (SASP)"	75	75	54	0.72	0.399606299212598	203	272	101	0	0.987805845233141	1
"Signal amplification"	"Signal amplification"	32	32	23	0.71875	0.0807086614173228	41	44	4	0	0.91755862071333	1
"Thrombin signalling through proteinase activated receptors (PARs)"	"Thrombin signalling through proteinase activated receptors (PARs)"	32	32	23	0.71875	0.0846456692913386	43	47	8	0	0.91755862071333	1
"APC/C:Cdc20 mediated degradation of Cyclin B"	"APC/C:Cdc20 mediated degradation of Cyclin B"	21	21	15	0.714285714285714	0.0649606299212598	33	38	7	0	0.865144398880745	1
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	"Activation of NIMA Kinases NEK9, NEK6, NEK7"	7	7	5	0.714285714285714	0.0177165354330709	9	9	3	0	0.657934671939599	1
"Apoptotic factor-mediated response"	"Apoptotic factor-mediated response"	7	7	5	0.714285714285714	0.0433070866141732	22	22	14	0	0.657934671939599	1
"G-protein activation"	"G-protein activation"	28	28	20	0.714285714285714	0.0826771653543307	42	46	5	0	0.908721493376393	1
"Gap junction trafficking"	"Gap junction trafficking"	28	28	20	0.714285714285714	0.124015748031496	63	78	13	0	0.908721493376393	1
"Inflammasomes"	"Inflammasomes"	21	21	15	0.714285714285714	0.104330708661417	53	61	14	0	0.865144398880745	1
"RA biosynthesis pathway"	"RA biosynthesis pathway"	21	21	15	0.714285714285714	0.0708661417322835	36	38	7	0	0.865144398880745	1
"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"	7	7	5	0.714285714285714	0.190944881889764	97	104	86	0	0.657934671939599	1
"Removal of the Flap Intermediate"	"Removal of the Flap Intermediate"	14	14	10	0.714285714285714	0.0511811023622047	26	27	6	0	0.793662305305666	1
"Scavenging by Class F Receptors"	"Scavenging by Class F Receptors"	7	7	5	0.714285714285714	0.108267716535433	55	58	43	0	0.657934671939599	1
"Uptake and function of anthrax toxins"	"Uptake and function of anthrax toxins"	14	14	10	0.714285714285714	0.0393700787401575	20	22	5	0	0.793662305305666	1
"Zinc efflux and compartmentalization by the SLC30 family"	"Zinc efflux and compartmentalization by the SLC30 family"	7	7	5	0.714285714285714	0.0255905511811024	13	14	5	0	0.657934671939599	1
"eNOS activation"	"eNOS activation"	7	7	5	0.714285714285714	0.0236220472440945	12	12	4	0	0.657934671939599	1
"Intrinsic Pathway for Apoptosis"	"Intrinsic Pathway for Apoptosis"	38	38	27	0.710526315789474	0.75	381	462	340	0	0.951719595005255	1
"RNA Polymerase I Transcription Termination"	"RNA Polymerase I Transcription Termination"	31	31	22	0.709677419354839	0.102362204724409	52	63	9	0	0.930690087987349	1
"Pyrimidine metabolism"	"Pyrimidine metabolism"	24	24	17	0.708333333333333	0.110236220472441	56	61	15	0	0.898977323700659	1
"Gap-filling DNA repair synthesis and ligation in GG-NER"	"Gap-filling DNA repair synthesis and ligation in GG-NER"	17	17	12	0.705882352941177	0.0748031496062992	38	43	11	0	0.849076751159162	1
"Gap-filling DNA repair synthesis and ligation in TC-NER"	"Gap-filling DNA repair synthesis and ligation in TC-NER"	17	17	12	0.705882352941177	0.0748031496062992	38	43	11	0	0.849076751159162	1
"Metabolism of nitric oxide"	"Metabolism of nitric oxide"	17	17	12	0.705882352941177	0.0669291338582677	34	38	13	0	0.849076751159162	1
"eNOS activation and regulation"	"eNOS activation and regulation"	17	17	12	0.705882352941177	0.0669291338582677	34	38	13	0	0.849076751159162	1
"Vpr-mediated nuclear import of PICs"	"Vpr-mediated nuclear import of PICs"	37	37	26	0.702702702702703	0.19488188976378	99	131	11	0	0.959697185433649	1
"Pre-NOTCH Expression and Processing"	"Pre-NOTCH Expression and Processing"	57	57	40	0.701754385964912	0.820866141732283	417	674	340	0	0.987900803493808	1
"Base Excision Repair"	"Base Excision Repair"	20	20	14	0.7	0.0748031496062992	38	42	7	0	0.888351072145513	1
"Gap junction trafficking and regulation"	"Gap junction trafficking and regulation"	30	30	21	0.7	0.141732283464567	72	88	13	0	0.942433867780643	1
"Interactions of Vpr with host cellular proteins"	"Interactions of Vpr with host cellular proteins"	40	40	28	0.7	0.196850393700787	100	133	11	0	0.969161336306523	1
"MASTL Facilitates Mitotic Progression"	"MASTL Facilitates Mitotic Progression"	10	10	7	0.7	0.0433070866141732	22	22	5	0	0.763461755238901	1
"RNA Polymerase I Promoter Opening"	"RNA Polymerase I Promoter Opening"	30	30	21	0.7	0.106299212598425	54	56	6	0	0.942433867780643	1
"Removal of the Flap Intermediate from the C-strand"	"Removal of the Flap Intermediate from the C-strand"	10	10	7	0.7	0.0393700787401575	20	21	6	0	0.763461755238901	1
"Resolution of Abasic Sites (AP sites)"	"Resolution of Abasic Sites (AP sites)"	20	20	14	0.7	0.0748031496062992	38	42	7	0	0.888351072145513	1
"SLBP independent Processing of Histone Pre-mRNAs"	"SLBP independent Processing of Histone Pre-mRNAs"	10	10	7	0.7	0.0413385826771654	21	21	9	0	0.763461755238901	1
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"	10	10	7	0.7	0.0295275590551181	15	15	4	0	0.763461755238901	1
"APC-Cdc20 mediated degradation of Nek2A"	"APC-Cdc20 mediated degradation of Nek2A"	23	23	16	0.695652173913043	0.0688976377952756	35	42	7	0	0.916711852867702	1
"Thromboxane signalling through TP receptor"	"Thromboxane signalling through TP receptor"	23	23	16	0.695652173913043	0.0511811023622047	26	28	4	0	0.916711852867702	1
"FCERI mediated Ca+2 mobilization"	"FCERI mediated Ca+2 mobilization"	62	62	43	0.693548387096774	0.25	127	172	20	0	0.993998320117889	1
"AKT phosphorylates targets in the cytosol"	"AKT phosphorylates targets in the cytosol"	13	13	9	0.692307692307692	0.0610236220472441	31	34	7	0	0.831108349042035	1
"Activation of DNA fragmentation factor"	"Activation of DNA fragmentation factor"	13	13	9	0.692307692307692	0.0570866141732283	29	30	7	0	0.831108349042035	1
"Apoptosis induced DNA fragmentation"	"Apoptosis induced DNA fragmentation"	13	13	9	0.692307692307692	0.0570866141732283	29	30	7	0	0.831108349042035	1
"Purine salvage"	"Purine salvage"	13	13	9	0.692307692307692	0.0334645669291339	17	18	5	0	0.831108349042035	1
"Resolution of AP sites via the single-nucleotide replacement pathway"	"Resolution of AP sites via the single-nucleotide replacement pathway"	13	13	9	0.692307692307692	0.047244094488189	24	25	7	0	0.831108349042035	1
"p38MAPK events"	"p38MAPK events"	13	13	9	0.692307692307692	0.0885826771653543	45	47	29	0	0.831108349042035	1
"Processive synthesis on the lagging strand"	"Processive synthesis on the lagging strand"	16	16	11	0.6875	0.0551181102362205	28	31	6	0	0.877055407052634	1
"Synthesis of glycosylphosphatidylinositol (GPI)"	"Synthesis of glycosylphosphatidylinositol (GPI)"	16	16	11	0.6875	0.0492125984251969	25	27	4	0	0.877055407052634	1
"ADP signalling through P2Y purinoceptor 1"	"ADP signalling through P2Y purinoceptor 1"	25	25	17	0.68	0.0610236220472441	31	33	4	0	0.949414272696077	1
"Adrenaline,noradrenaline inhibits insulin secretion"	"Adrenaline,noradrenaline inhibits insulin secretion"	28	28	19	0.678571428571429	0.135826771653543	69	81	18	0	0.961875060043543	1
"Downstream TCR signaling"	"Downstream TCR signaling"	46	46	31	0.673913043478261	0.340551181102362	173	212	86	0	0.992512255768925	1
"ARL13B-mediated ciliary trafficking of INPP5E"	"ARL13B-mediated ciliary trafficking of INPP5E"	3	3	2	0.666666666666667	0.00590551181102362	3	3	2	0	0.569920062594702	1
"ATF6-alpha activates chaperones"	"ATF6-alpha activates chaperones"	12	12	8	0.666666666666667	0.0551181102362205	28	30	10	0	0.865839880586056	1
"Activation of BMF and translocation to mitochondria"	"Activation of BMF and translocation to mitochondria"	3	3	2	0.666666666666667	0.00590551181102362	3	3	2	0	0.569920062594702	1
