Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-DQ-7588-01A-11D-2077-01	4	186299758	187545554	805	-0.450838
TCGA-DQ-7588-01A-11D-2077-01	4	187546227	188762240	701	0.000000
TCGA-DQ-7588-01A-11D-2077-01	5	914233	21339189	12606	0.737196
TCGA-DQ-7588-01A-11D-2077-01	5	21342092	95521054	38320	0.000000
TCGA-DQ-7588-01A-11D-2077-01	5	95525963	95533011	8	-1.105815
TCGA-DQ-7588-01A-11D-2077-01	5	95539536	180360469	49614	0.000000
TCGA-DQ-7588-01A-11D-2077-01	6	1014281	133107989	73917	0.000000
TCGA-DQ-7588-01A-11D-2077-01	6	133110723	133131978	15	0.875474
TCGA-DQ-7588-01A-11D-2077-01	6	133132614	167267682	21613	0.000000
TCGA-DQ-7588-01A-11D-2077-01	6	167267889	167271460	11	-0.524680
TCGA-DQ-7588-01A-11D-2077-01	6	167272027	170903919	976	0.000000
TCGA-DQ-7588-01A-11D-2077-01	7	705284	79244353	40074	0.000000
TCGA-DQ-7588-01A-11D-2077-01	7	79244452	88141179	5080	-0.506187
TCGA-DQ-7588-01A-11D-2077-01	7	89895863	121977933	16915	0.000000
TCGA-DQ-7588-01A-11D-2077-01	7	121979064	158385118	19286	-0.543405
TCGA-DQ-7588-01A-11D-2077-01	8	617667	145232496	81576	0.000000
TCGA-DQ-7588-01A-11D-2077-01	9	789932	21963430	13489	0.000000
TCGA-DQ-7588-01A-11D-2077-01	9	21976870	22147740	146	-0.755052
TCGA-DQ-7588-01A-11D-2077-01	9	22148055	140938752	54412	0.000000
TCGA-DQ-7588-01A-11D-2077-01	10	415240	61958983	35434	0.000000
TCGA-DQ-7588-01A-11D-2077-01	10	61959027	62223362	204	-0.396384
TCGA-DQ-7588-01A-11D-2077-01	10	62226316	135225087	45267	0.000000
TCGA-DQ-7588-01A-11D-2077-01	11	456120	10254783	5233	0.000000
TCGA-DQ-7588-01A-11D-2077-01	11	10256630	10266251	7	-0.800528
TCGA-DQ-7588-01A-11D-2077-01	11	10268814	68337174	30606	0.000000
TCGA-DQ-7588-01A-11D-2077-01	11	68341329	68737062	206	0.594616
TCGA-DQ-7588-01A-11D-2077-01	11	68743662	71578499	1565	3.382590
TCGA-DQ-7588-01A-11D-2077-01	11	71579461	78202388	3421	2.030336
TCGA-DQ-7588-01A-11D-2077-01	11	78208658	134140152	36236	0.000000
TCGA-DQ-7588-01A-11D-2077-01	12	889902	1301401	204	1.815869
TCGA-DQ-7588-01A-11D-2077-01	12	1861980	33521107	19367	0.000000
TCGA-DQ-7588-01A-11D-2077-01	12	39223566	52640277	7211	-0.519587
TCGA-DQ-7588-01A-11D-2077-01	12	52644743	133161346	47193	0.000000
TCGA-DQ-7588-01A-11D-2077-01	13	19450806	71059134	29063	0.000000
TCGA-DQ-7588-01A-11D-2077-01	13	71064391	100990398	18411	0.260904
TCGA-DQ-7588-01A-11D-2077-01	13	100992467	101043671	27	-0.752163
TCGA-DQ-7588-01A-11D-2077-01	13	101056141	108880244	5574	0.242798
TCGA-DQ-7588-01A-11D-2077-01	13	108881089	108924215	33	-0.752163
TCGA-DQ-7588-01A-11D-2077-01	13	108926989	114987458	3561	0.232562
TCGA-DQ-7588-01A-11D-2077-01	14	20501368	105988038	49467	0.000000
TCGA-DQ-7588-01A-11D-2077-01	15	23687685	64554457	23095	0.000000
TCGA-DQ-7588-01A-11D-2077-01	15	64565623	64644947	29	-0.473952
TCGA-DQ-7588-01A-11D-2077-01	15	64646777	101884307	21424	0.000000
TCGA-DQ-7588-01A-11D-2077-01	16	653459	7504546	2870	0.000000
TCGA-DQ-7588-01A-11D-2077-01	16	7504586	7513742	16	-0.321235
TCGA-DQ-7588-01A-11D-2077-01	16	7514138	7561333	45	0.000000
TCGA-DQ-7588-01A-11D-2077-01	16	7561430	7764030	235	0.682318
TCGA-DQ-7588-01A-11D-2077-01	16	7771746	46516495	10734	0.000000
TCGA-DQ-7588-01A-11D-2077-01	16	46523417	72845224	15763	0.727283
TCGA-DQ-7588-01A-11D-2077-01	16	72846208	72887826	31	-0.607864
TCGA-DQ-7588-01A-11D-2077-01	16	72893697	78145197	3541	0.710041
TCGA-DQ-7588-01A-11D-2077-01	16	78148744	89379936	7576	-0.590093
TCGA-DQ-7588-01A-11D-2077-01	17	987221	80726260	36891	0.000000
TCGA-DQ-7588-01A-11D-2077-01	17	80740141	80815554	42	-0.601093
TCGA-DQ-7588-01A-11D-2077-01	17	80823203	80917016	64	0.000000
TCGA-DQ-7588-01A-11D-2077-01	18	329586	8180969	4155	0.555844
TCGA-DQ-7588-01A-11D-2077-01	18	8187787	77107934	38525	0.000000
TCGA-DQ-7588-01A-11D-2077-01	19	284018	58878226	23957	0.000000
TCGA-DQ-7588-01A-11D-2077-01	20	455764	62219837	37299	0.000000
TCGA-DQ-7588-01A-11D-2077-01	21	15347621	16178173	535	0.254957
TCGA-DQ-7588-01A-11D-2077-01	21	16182654	16201582	6	-0.240668
TCGA-DQ-7588-01A-11D-2077-01	21	16202526	16443414	162	0.328983
TCGA-DQ-7588-01A-11D-2077-01	21	16444535	26055805	5802	0.000000
TCGA-DQ-7588-01A-11D-2077-01	21	26058659	28744173	1982	0.284059
TCGA-DQ-7588-01A-11D-2077-01	21	28744290	47678774	12104	0.000000
TCGA-DQ-7588-01A-11D-2077-01	22	17423930	49331012	16937	0.000000
TCGA-DQ-7588-01A-11D-2077-01	X	3157107	31515348	12805	0.000000
TCGA-DQ-7588-01A-11D-2077-01	X	31517385	31534016	15	-0.716762
TCGA-DQ-7588-01A-11D-2077-01	X	31534117	143121383	45830	0.000000
TCGA-DQ-7588-01A-11D-2077-01	X	143121477	143136750	11	1.693766
TCGA-DQ-7588-01A-11D-2077-01	X	143136764	154905589	5152	0.000000
TCGA-DQ-7589-01A-11D-2228-01	1	3218610	70990985	38455	-0.102890
TCGA-DQ-7589-01A-11D-2228-01	1	70993264	71002687	12	-0.678485
TCGA-DQ-7589-01A-11D-2228-01	1	71002746	94607607	14054	0.000000
TCGA-DQ-7589-01A-11D-2228-01	1	94609246	94610187	6	-0.727690
TCGA-DQ-7589-01A-11D-2228-01	1	94610395	245013807	75446	0.000000
TCGA-DQ-7589-01A-11D-2228-01	1	245015214	247813706	1224	-0.192119
TCGA-DQ-7589-01A-11D-2228-01	2	484222	98731935	51219	0.000000
TCGA-DQ-7589-01A-11D-2228-01	2	98732231	102839382	2454	0.426659
TCGA-DQ-7589-01A-11D-2228-01	2	102862641	203994033	54296	0.000000
TCGA-DQ-7589-01A-11D-2228-01	2	203996241	225440808	13373	-0.340901
TCGA-DQ-7589-01A-11D-2228-01	2	225441231	225516085	42	-0.618592
TCGA-DQ-7589-01A-11D-2228-01	2	225516468	242476062	9964	-0.340901
TCGA-DQ-7589-01A-11D-2228-01	3	2212571	86147911	48877	0.000000
TCGA-DQ-7589-01A-11D-2228-01	3	86149051	93734671	2056	-0.335201
TCGA-DQ-7589-01A-11D-2228-01	3	93736226	115449224	11878	0.000000
TCGA-DQ-7589-01A-11D-2228-01	3	115451442	120176157	3085	0.778929
TCGA-DQ-7589-01A-11D-2228-01	3	120179752	131537596	6263	0.000000
TCGA-DQ-7589-01A-11D-2228-01	3	131538096	171253756	20954	1.085585
TCGA-DQ-7589-01A-11D-2228-01	3	171255914	197538677	13308	1.236642
TCGA-DQ-7589-01A-11D-2228-01	4	1053934	1294961	132	-0.355022
TCGA-DQ-7589-01A-11D-2228-01	4	1297569	48068826	28034	0.000000
TCGA-DQ-7589-01A-11D-2228-01	4	52698757	64299915	6804	1.339889
TCGA-DQ-7589-01A-11D-2228-01	4	64302168	66024428	914	0.000000
TCGA-DQ-7589-01A-11D-2228-01	4	66030421	75633121	4762	0.299149
TCGA-DQ-7589-01A-11D-2228-01	4	75640110	93940594	10664	0.000000
TCGA-DQ-7589-01A-11D-2228-01	4	93943345	93962857	8	-0.890409
TCGA-DQ-7589-01A-11D-2228-01	4	93972191	188762240	51464	0.000000
TCGA-DQ-7589-01A-11D-2228-01	5	914233	180360469	100548	0.000000
TCGA-DQ-7589-01A-11D-2228-01	6	1014281	22256224	14931	0.000000
TCGA-DQ-7589-01A-11D-2228-01	6	22256381	22988052	593	0.100452
TCGA-DQ-7589-01A-11D-2228-01	6	22988087	39824567	7818	0.000000
TCGA-DQ-7589-01A-11D-2228-01	6	39827804	42547816	1895	0.416468
TCGA-DQ-7589-01A-11D-2228-01	6	42548693	42593186	23	1.436566
TCGA-DQ-7589-01A-11D-2228-01	6	42599704	56349444	8264	0.416468
TCGA-DQ-7589-01A-11D-2228-01	6	56350758	170903919	63008	0.000000
TCGA-DQ-7589-01A-11D-2228-01	7	705284	102015980	51476	0.000000
TCGA-DQ-7589-01A-11D-2228-01	7	102016503	103862259	860	0.632729
TCGA-DQ-7589-01A-11D-2228-01	7	103862445	126120939	11985	0.000000
TCGA-DQ-7589-01A-11D-2228-01	7	126120958	126240280	85	0.636494
TCGA-DQ-7589-01A-11D-2228-01	7	126241354	158385118	16949	0.105811
TCGA-DQ-7589-01A-11D-2228-01	8	617667	145232496	81576	0.000000
TCGA-DQ-7589-01A-11D-2228-01	9	789932	13619784	6907	-0.833641
TCGA-DQ-7589-01A-11D-2228-01	9	13621538	15604746	1633	1.000993
TCGA-DQ-7589-01A-11D-2228-01	9	15608372	15661859	24	2.182968
TCGA-DQ-7589-01A-11D-2228-01	9	15662443	17468263	1461	1.528416
TCGA-DQ-7589-01A-11D-2228-01	9	17471525	17527466	49	3.044059
TCGA-DQ-7589-01A-11D-2228-01	9	17527638	18371916	676	1.963971
TCGA-DQ-7589-01A-11D-2228-01	9	18371966	18761368	341	2.939030
TCGA-DQ-7589-01A-11D-2228-01	9	18762249	20764175	1595	1.745466
TCGA-DQ-7589-01A-11D-2228-01	9	20764206	20799776	30	1.000993
TCGA-DQ-7589-01A-11D-2228-01	9	20801654	21025825	156	1.759133
TCGA-DQ-7589-01A-11D-2228-01	9	21026685	23132591	1352	-1.258398
TCGA-DQ-7589-01A-11D-2228-01	9	23137966	24895428	1100	1.469914
TCGA-DQ-7589-01A-11D-2228-01	9	24895885	32726648	4353	0.000000
TCGA-DQ-7589-01A-11D-2228-01	9	32738787	32915575	148	1.540370
TCGA-DQ-7589-01A-11D-2228-01	9	32920779	38747688	3518	0.000000
TCGA-DQ-7589-01A-11D-2228-01	9	71039044	100446795	19710	-0.320605
TCGA-DQ-7589-01A-11D-2228-01	9	100449660	131815610	20506	0.505676
TCGA-DQ-7589-01A-11D-2228-01	9	131815946	131849036	13	1.096118
TCGA-DQ-7589-01A-11D-2228-01	9	131856362	138597197	3851	0.505676
TCGA-DQ-7589-01A-11D-2228-01	9	138599878	138790286	68	0.900854
TCGA-DQ-7589-01A-11D-2228-01	9	138795061	140938752	556	0.505676
TCGA-DQ-7589-01A-11D-2228-01	10	415240	135225087	80905	0.000000
TCGA-DQ-7589-01A-11D-2228-01	11	456120	6478215	2821	-0.117515
TCGA-DQ-7589-01A-11D-2228-01	11	6481211	38486570	21242	0.000000
TCGA-DQ-7589-01A-11D-2228-01	11	38487004	38499967	7	-0.437752
TCGA-DQ-7589-01A-11D-2228-01	11	38500659	38917301	235	0.745179
TCGA-DQ-7589-01A-11D-2228-01	11	38917467	68765764	11762	0.000000
TCGA-DQ-7589-01A-11D-2228-01	11	68768984	69448575	399	3.415145
TCGA-DQ-7589-01A-11D-2228-01	11	69451837	70537618	576	3.656854
TCGA-DQ-7589-01A-11D-2228-01	11	70539036	134140152	40232	0.000000
TCGA-DQ-7589-01A-11D-2228-01	12	889902	42720825	21716	0.000000
TCGA-DQ-7589-01A-11D-2228-01	12	42720944	43209142	320	0.539011
TCGA-DQ-7589-01A-11D-2228-01	12	43209302	133161346	51939	0.000000
TCGA-DQ-7589-01A-11D-2228-01	13	19450806	114987458	56669	0.000000
TCGA-DQ-7589-01A-11D-2228-01	14	20501368	105988038	49467	0.000000
TCGA-DQ-7589-01A-11D-2228-01	15	23687685	101884307	44548	0.000000
TCGA-DQ-7589-01A-11D-2228-01	16	653459	89379936	40811	0.000000
TCGA-DQ-7589-01A-11D-2228-01	17	987221	37766439	15189	0.000000
TCGA-DQ-7589-01A-11D-2228-01	17	37779521	38155930	192	3.620343
TCGA-DQ-7589-01A-11D-2228-01	17	38166879	38412772	92	2.582551
TCGA-DQ-7589-01A-11D-2228-01	17	38416379	38481100	34	3.620343
TCGA-DQ-7589-01A-11D-2228-01	17	38481295	38916898	210	2.249040
TCGA-DQ-7589-01A-11D-2228-01	17	38918139	38969074	29	1.430277
TCGA-DQ-7589-01A-11D-2228-01	17	38969251	39038051	32	1.100017
TCGA-DQ-7589-01A-11D-2228-01	17	39038334	39350588	181	0.316160
TCGA-DQ-7589-01A-11D-2228-01	17	39352204	58887223	9811	0.000000
TCGA-DQ-7589-01A-11D-2228-01	17	58892738	59186146	151	1.139859
TCGA-DQ-7589-01A-11D-2228-01	17	59193755	60669901	710	0.000000
TCGA-DQ-7589-01A-11D-2228-01	17	60670931	60796099	58	1.084635
TCGA-DQ-7589-01A-11D-2228-01	17	60801044	80917016	10308	0.256364
TCGA-DQ-7589-01A-11D-2228-01	18	329586	19190121	8414	0.000000
TCGA-DQ-7589-01A-11D-2228-01	18	19194902	20849936	882	0.754136
TCGA-DQ-7589-01A-11D-2228-01	18	20851746	22080382	759	1.268447
TCGA-DQ-7589-01A-11D-2228-01	18	22083036	46250307	15030	0.754136
TCGA-DQ-7589-01A-11D-2228-01	18	46251843	77107934	17595	-0.253607
TCGA-DQ-7589-01A-11D-2228-01	19	284018	12630328	4369	-0.374819
TCGA-DQ-7589-01A-11D-2228-01	19	12639911	15190028	1097	0.664717
TCGA-DQ-7589-01A-11D-2228-01	19	15192382	30886000	5527	0.000000
TCGA-DQ-7589-01A-11D-2228-01	19	30886564	31539810	464	0.436355
TCGA-DQ-7589-01A-11D-2228-01	19	31540406	58878226	12500	0.000000
TCGA-DQ-7589-01A-11D-2228-01	20	455764	20857392	13699	0.000000
TCGA-DQ-7589-01A-11D-2228-01	20	20860824	21563567	430	0.500697
TCGA-DQ-7589-01A-11D-2228-01	20	21565003	62219837	23170	0.000000
TCGA-DQ-7589-01A-11D-2228-01	21	15347621	34727487	12377	0.000000
TCGA-DQ-7589-01A-11D-2228-01	21	34729377	37633823	1851	0.327853
TCGA-DQ-7589-01A-11D-2228-01	21	37633895	47678774	6363	0.000000
TCGA-DQ-7589-01A-11D-2228-01	22	17423930	49331012	16937	0.000000
TCGA-DQ-7589-01A-11D-2228-01	X	3157107	56167480	23179	0.000000
TCGA-DQ-7589-01A-11D-2228-01	X	56169398	56182924	8	-0.869940
TCGA-DQ-7589-01A-11D-2228-01	X	56193369	139723597	33970	0.000000
TCGA-DQ-7589-01A-11D-2228-01	X	139729578	139730613	5	-1.129691
TCGA-DQ-7589-01A-11D-2228-01	X	139735563	154905589	6651	0.000000
TCGA-DQ-7590-01A-11D-2228-01	1	3218610	225894374	115252	0.000000
TCGA-DQ-7590-01A-11D-2228-01	1	225894423	225948737	33	0.833139
TCGA-DQ-7590-01A-11D-2228-01	1	225949334	247813706	13912	0.000000
TCGA-DQ-7590-01A-11D-2228-01	2	484222	15193003	9194	0.000000
TCGA-DQ-7590-01A-11D-2228-01	2	15193819	15194980	8	-1.064415
TCGA-DQ-7590-01A-11D-2228-01	2	15194998	242476062	122146	0.000000
TCGA-DQ-7590-01A-11D-2228-01	3	2212571	29059828	15730	0.000000
TCGA-DQ-7590-01A-11D-2228-01	3	29061158	29074410	13	-0.576734
TCGA-DQ-7590-01A-11D-2228-01	3	29076829	197538677	90678	0.000000
TCGA-DQ-7590-01A-11D-2228-01	4	1053934	123535219	68013	0.000000
TCGA-DQ-7590-01A-11D-2228-01	4	123540520	123669698	97	0.607559
TCGA-DQ-7590-01A-11D-2228-01	4	123671045	188762240	34672	0.000000
TCGA-DQ-7590-01A-11D-2228-01	5	914233	114756455	61073	0.000000
TCGA-DQ-7590-01A-11D-2228-01	5	114756637	114756862	5	-0.758142
TCGA-DQ-7590-01A-11D-2228-01	5	114759078	131607121	9555	0.000000
TCGA-DQ-7590-01A-11D-2228-01	5	131608291	134361597	1687	-0.570610
TCGA-DQ-7590-01A-11D-2228-01	5	134371844	154905984	12675	0.000000
TCGA-DQ-7590-01A-11D-2228-01	5	154911842	154928280	9	1.188336
TCGA-DQ-7590-01A-11D-2228-01	5	154929106	180360469	15544	0.000000
TCGA-DQ-7590-01A-11D-2228-01	6	1014281	21503734	14411	0.000000
TCGA-DQ-7590-01A-11D-2228-01	6	21506426	25040173	2527	-1.147752
TCGA-DQ-7590-01A-11D-2228-01	6	25049304	107265309	41896	0.000000
TCGA-DQ-7590-01A-11D-2228-01	6	107269559	117578309	6077	-0.573410
TCGA-DQ-7590-01A-11D-2228-01	6	117578536	135855834	10877	0.000000
TCGA-DQ-7590-01A-11D-2228-01	6	135859438	139686715	2474	-0.565568
TCGA-DQ-7590-01A-11D-2228-01	6	139688802	170903919	18270	0.000000
TCGA-DQ-7590-01A-11D-2228-01	7	705284	158385118	81355	0.000000
TCGA-DQ-7590-01A-11D-2228-01	8	617667	145232496	81576	0.000000
TCGA-DQ-7590-01A-11D-2228-01	9	789932	140938752	68047	0.000000
TCGA-DQ-7590-01A-11D-2228-01	10	415240	89516519	52146	0.000000
TCGA-DQ-7590-01A-11D-2228-01	10	89517173	89621061	61	-0.556510
TCGA-DQ-7590-01A-11D-2228-01	10	89626454	89728126	187	-0.338170
TCGA-DQ-7590-01A-11D-2228-01	10	89730647	90958765	821	-0.604577
TCGA-DQ-7590-01A-11D-2228-01	10	90960747	135225087	27690	0.000000
TCGA-DQ-7590-01A-11D-2228-01	11	456120	59820854	32639	0.000000
TCGA-DQ-7590-01A-11D-2228-01	11	59821378	61859049	1121	-0.501839
TCGA-DQ-7590-01A-11D-2228-01	11	61863780	61976064	87	0.000000
TCGA-DQ-7590-01A-11D-2228-01	11	61976621	62004945	22	1.591104
TCGA-DQ-7590-01A-11D-2228-01	11	62006122	62337203	165	0.604305
TCGA-DQ-7590-01A-11D-2228-01	11	62340571	62469481	39	1.402687
TCGA-DQ-7590-01A-11D-2228-01	11	62470719	63587339	552	-0.158604
TCGA-DQ-7590-01A-11D-2228-01	11	63591861	63710016	34	0.572630
TCGA-DQ-7590-01A-11D-2228-01	11	63755215	134140152	42615	0.000000
TCGA-DQ-7590-01A-11D-2228-01	12	889902	133161346	73975	0.000000
TCGA-DQ-7590-01A-11D-2228-01	13	19450806	38558987	11984	0.000000
TCGA-DQ-7590-01A-11D-2228-01	13	38560929	68197851	15544	-0.577923
TCGA-DQ-7590-01A-11D-2228-01	13	68206942	68435679	112	0.000000
TCGA-DQ-7590-01A-11D-2228-01	13	68435696	78056199	6090	-0.572689
TCGA-DQ-7590-01A-11D-2228-01	13	78061165	85616541	4420	-1.129318
TCGA-DQ-7590-01A-11D-2228-01	13	85617096	91832499	3463	-0.572689
TCGA-DQ-7590-01A-11D-2228-01	13	91832818	114987458	15056	0.000000
TCGA-DQ-7590-01A-11D-2228-01	14	20501368	24085364	1254	0.463142
TCGA-DQ-7590-01A-11D-2228-01	14	24090611	105988038	48213	0.000000
TCGA-DQ-7590-01A-11D-2228-01	15	23687685	101884307	44548	0.000000
TCGA-DQ-7590-01A-11D-2228-01	16	653459	89379936	40811	0.000000
TCGA-DQ-7590-01A-11D-2228-01	17	987221	80917016	36997	0.000000
TCGA-DQ-7590-01A-11D-2228-01	18	329586	77107934	42680	0.000000
TCGA-DQ-7590-01A-11D-2228-01	19	284018	16556096	6255	0.000000
TCGA-DQ-7590-01A-11D-2228-01	19	16556740	16567129	7	-0.937620
TCGA-DQ-7590-01A-11D-2228-01	19	16567943	58878226	17695	0.000000
TCGA-DQ-7590-01A-11D-2228-01	20	455764	62219837	37299	0.000000
TCGA-DQ-7590-01A-11D-2228-01	21	15347621	47678774	20591	0.000000
TCGA-DQ-7590-01A-11D-2228-01	22	17423930	45028690	13858	0.000000
TCGA-DQ-7590-01A-11D-2228-01	22	45033292	49331012	3079	-0.400745
TCGA-DQ-7590-01A-11D-2228-01	X	3157107	128083536	52008	0.000000
TCGA-DQ-7590-01A-11D-2228-01	X	128084590	128105675	11	-1.049154
TCGA-DQ-7590-01A-11D-2228-01	X	128108071	154905589	11794	0.000000
TCGA-DQ-7591-01A-11D-2077-01	1	3218610	10428090	4091	-0.190865
TCGA-DQ-7591-01A-11D-2077-01	1	10436426	19659472	4799	-0.668917
TCGA-DQ-7591-01A-11D-2077-01	1	19660493	19974410	230	0.748797
TCGA-DQ-7591-01A-11D-2077-01	1	19976456	20146843	130	-0.687880
TCGA-DQ-7591-01A-11D-2077-01	1	20150657	21670059	897	0.685615
TCGA-DQ-7591-01A-11D-2077-01	1	21675657	24004513	1258	-0.651552
TCGA-DQ-7591-01A-11D-2077-01	1	24009378	24032139	11	0.837118
TCGA-DQ-7591-01A-11D-2077-01	1	24045690	24256615	65	-0.608250
TCGA-DQ-7591-01A-11D-2077-01	1	24288184	24423377	43	0.679564
TCGA-DQ-7591-01A-11D-2077-01	1	24425216	25479736	620	-0.675177
TCGA-DQ-7591-01A-11D-2077-01	1	25485211	25699995	28	0.787210
TCGA-DQ-7591-01A-11D-2077-01	1	25702719	26478393	353	-0.687971
TCGA-DQ-7591-01A-11D-2077-01	1	26493432	26718170	114	0.661681
TCGA-DQ-7591-01A-11D-2077-01	1	26723794	26729574	8	-0.506290
TCGA-DQ-7591-01A-11D-2077-01	1	26734715	28820347	748	0.649700
TCGA-DQ-7591-01A-11D-2077-01	1	28821924	29362168	194	-0.612007
TCGA-DQ-7591-01A-11D-2077-01	1	29369267	30926194	944	0.650074
TCGA-DQ-7591-01A-11D-2077-01	1	30930434	30962474	31	-0.715951
TCGA-DQ-7591-01A-11D-2077-01	1	30975928	40667810	5126	0.675790
TCGA-DQ-7591-01A-11D-2077-01	1	40668149	40837481	63	0.000000
TCGA-DQ-7591-01A-11D-2077-01	1	40872623	58126517	9920	0.651008
TCGA-DQ-7591-01A-11D-2077-01	1	58126520	206637133	72734	0.000000
TCGA-DQ-7591-01A-11D-2077-01	1	206637799	206745725	82	0.462316
TCGA-DQ-7591-01A-11D-2077-01	1	206747458	216944098	7096	0.000000
TCGA-DQ-7591-01A-11D-2077-01	1	216944296	216951887	11	-0.751842
TCGA-DQ-7591-01A-11D-2077-01	1	216956685	247813706	19601	0.000000
TCGA-DQ-7591-01A-11D-2077-01	2	484222	50863213	30200	0.000000
TCGA-DQ-7591-01A-11D-2077-01	2	51360475	51484393	93	-0.857512
TCGA-DQ-7591-01A-11D-2077-01	2	51486808	242476062	101055	0.000000
TCGA-DQ-7591-01A-11D-2077-01	3	2212571	128509894	70643	0.000000
TCGA-DQ-7591-01A-11D-2077-01	3	128510511	188022311	31061	0.626718
TCGA-DQ-7591-01A-11D-2077-01	3	188024768	194817817	4142	0.000000
TCGA-DQ-7591-01A-11D-2077-01	3	194818087	194853440	29	0.584436
TCGA-DQ-7591-01A-11D-2077-01	3	194855639	197538677	546	1.281267
TCGA-DQ-7591-01A-11D-2077-01	4	1053934	185119684	100941	0.000000
TCGA-DQ-7591-01A-11D-2077-01	4	185120639	185235257	112	0.739503
TCGA-DQ-7591-01A-11D-2077-01	4	185238965	188762240	1729	0.000000
TCGA-DQ-7591-01A-11D-2077-01	5	914233	63870609	33949	0.000000
TCGA-DQ-7591-01A-11D-2077-01	5	63874252	63878803	10	-0.820082
TCGA-DQ-7591-01A-11D-2077-01	5	63880321	167052005	58768	0.000000
TCGA-DQ-7591-01A-11D-2077-01	5	167058302	167064703	8	-0.906025
TCGA-DQ-7591-01A-11D-2077-01	5	167068169	167146649	58	0.000000
TCGA-DQ-7591-01A-11D-2077-01	5	167147370	167158089	16	-0.624644
TCGA-DQ-7591-01A-11D-2077-01	5	167159049	170347400	2447	0.000000
TCGA-DQ-7591-01A-11D-2077-01	5	170350390	170357899	5	-1.035101
TCGA-DQ-7591-01A-11D-2077-01	5	170361491	180360469	5287	0.000000
TCGA-DQ-7591-01A-11D-2077-01	6	1014281	1305585	298	0.000000
TCGA-DQ-7591-01A-11D-2077-01	6	1308143	1949812	458	-0.579347
TCGA-DQ-7591-01A-11D-2077-01	6	1950254	2864260	640	1.309795
TCGA-DQ-7591-01A-11D-2077-01	6	2864295	9317390	4617	0.648339
TCGA-DQ-7591-01A-11D-2077-01	6	9320665	11019541	1023	0.000000
TCGA-DQ-7591-01A-11D-2077-01	6	11022884	12392760	1110	0.701008
TCGA-DQ-7591-01A-11D-2077-01	6	12395012	133610598	66089	0.000000
TCGA-DQ-7591-01A-11D-2077-01	6	133612914	133627248	21	1.725129
TCGA-DQ-7591-01A-11D-2077-01	6	133627352	170903919	22276	0.665148
TCGA-DQ-7591-01A-11D-2077-01	7	705284	2123746	364	0.000000
TCGA-DQ-7591-01A-11D-2077-01	7	2124766	2161099	21	-0.821020
TCGA-DQ-7591-01A-11D-2077-01	7	2161867	65630002	33611	0.000000
TCGA-DQ-7591-01A-11D-2077-01	7	65631557	65635679	5	2.717729
TCGA-DQ-7591-01A-11D-2077-01	7	65636564	158385118	47354	0.000000
TCGA-DQ-7591-01A-11D-2077-01	8	617667	145232496	81576	0.000000
TCGA-DQ-7591-01A-11D-2077-01	9	789932	114667501	52576	0.000000
TCGA-DQ-7591-01A-11D-2077-01	9	114669591	114739339	59	0.868620
TCGA-DQ-7591-01A-11D-2077-01	9	114743105	140899682	15392	0.000000
TCGA-DQ-7591-01A-11D-2077-01	9	140900127	140909494	6	-0.469928
TCGA-DQ-7591-01A-11D-2077-01	9	140910142	140938752	14	0.209770
TCGA-DQ-7591-01A-11D-2077-01	10	415240	21649954	15224	0.000000
TCGA-DQ-7591-01A-11D-2077-01	10	21652577	21655621	6	-1.001913
TCGA-DQ-7591-01A-11D-2077-01	10	21656194	105049705	46004	0.000000
TCGA-DQ-7591-01A-11D-2077-01	10	105050118	105328110	83	-0.728351
TCGA-DQ-7591-01A-11D-2077-01	10	105332869	135225087	19588	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	456120	17811956	10703	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	17814359	18742043	524	-0.718319
TCGA-DQ-7591-01A-11D-2077-01	11	18744418	58562646	20759	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	58566376	59740586	618	-0.712134
TCGA-DQ-7591-01A-11D-2077-01	11	59744760	84328470	12463	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	84332034	84372899	30	-0.739821
TCGA-DQ-7591-01A-11D-2077-01	11	84391899	89410463	3070	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	89414797	127577426	24821	-0.678209
TCGA-DQ-7591-01A-11D-2077-01	11	127579671	133591340	4071	0.000000
TCGA-DQ-7591-01A-11D-2077-01	11	133595613	133626037	25	-0.672650
TCGA-DQ-7591-01A-11D-2077-01	11	133627971	134140152	190	0.000000
TCGA-DQ-7591-01A-11D-2077-01	12	889902	1287872	198	0.000000
TCGA-DQ-7591-01A-11D-2077-01	12	1289263	1861980	7	-0.508463
TCGA-DQ-7591-01A-11D-2077-01	12	1862158	7497262	3753	0.000000
TCGA-DQ-7591-01A-11D-2077-01	12	7501065	19322754	6567	-0.692419
TCGA-DQ-7591-01A-11D-2077-01	12	19329384	49584890	14747	0.000000
TCGA-DQ-7591-01A-11D-2077-01	12	49588774	49613703	10	-0.601993
TCGA-DQ-7591-01A-11D-2077-01	12	49616823	133161346	48693	0.000000
TCGA-DQ-7591-01A-11D-2077-01	13	19450806	33722845	8728	0.000000
TCGA-DQ-7591-01A-11D-2077-01	13	33723244	35958105	1425	-0.688143
